Unnamed: 0,date,year,month,elevation_ft,monthly_precip_inches,snow_water_equiv_in,elev_ft_NGVD29,volume_acreft,area_acre,area_acre_prior,prior_month_vol_acft,precip_acreft,TOTAL_INFLOW_cfs_acft,evaporation_acreft
760,2013-05-01,2013,5,4196.65,1.26,32.5,4196.65,12588848.84,834906.79,851246.16,12825151.21,89380.8468,90560.85785,416244.0746500008
761,2013-06-01,2013,6,4196.18,0.0,7.7,4196.18,12203012.39,807465.9,834906.79,12588848.84,0.0,40710.34575,426546.7957499996
762,2013-07-01,2013,7,4195.6,1.16,0.0,4195.6,11742641.54,780179.94,807465.9,12203012.39,78055.037,45657.988150000005,584083.8751500025
763,2013-08-01,2013,8,4194.94,0.16,0.0,4194.94,11237436.22,750145.18,780179.94,11742641.54,10402.3992,36653.69155,552261.410749998
764,2013-09-01,2013,9,4194.58,1.1700000000000002,0.0,4194.58,10970552.78,732877.34,750145.18,11237436.22,73139.15505000002,53237.93340000001,393260.52845000103
765,2013-10-01,2013,10,4194.33,0.74,0.0,4194.33,10788792.17,721301.8,732877.34,10970552.78,45194.102633333336,94087.7192,321042.4318333324
766,2013-11-01,2013,11,4194.27,0.62,2.8,4194.27,10745556.45,718552.15,721301.8,10788792.17,37267.25966666667,96480.81195,176983.79161666706
767,2013-12-01,2013,12,4194.32,1.65,4.4,4194.32,10781398.55,720743.61,718552.15,10745556.45,98800.92062499998,103428.81410000002,166387.63472499698
768,2014-01-01,2014,1,4194.47,1.2000000000000002,9.4,4194.47,10890318.43,727737.94,720743.61,10781398.55,72074.36100000002,107671.91730000002,70826.3983000014
769,2014-02-01,2014,2,4194.71,1.57,13.1,4194.71,11066153.55,739172.17,727737.94,10890318.43,95212.38048333333,135447.6612,54824.92168333195
770,2014-03-01,2014,3,4195.15,1.11,21.9,4195.15,11395963.99,759880.94,739172.17,11066153.55,68373.42572500001,191938.93130000003,-69498.08297500014
771,2014-04-01,2014,4,4195.15,1.55,30.4,4195.15,11395963.99,759880.94,759880.94,11395963.99,98151.28808333333,189265.1733,287416.46138333343
772,2014-05-01,2014,5,4195.09,1.04,30.9,4195.09,11350411.1,757130.65,759880.94,11395963.99,65856.34813333333,159785.70207500004,271194.9402083345
773,2014-06-01,2014,6,4194.73,1.2,3.2,4194.73,11080962.63,740221.92,757130.65,11350411.1,75713.065,57244.50422500001,402406.039224999
774,2014-07-01,2014,7,4194.22,0.5,0.0,4194.22,10709824.02,716311.0,740221.92,11080962.63,30842.58,35038.229974999995,437019.41997500136
775,2014-08-01,2014,8,4193.83,1.77,0.0,4193.83,10433664.64,699554.58,716311.0,10709824.02,105655.8725,67118.26805,448933.52054999955
776,2014-09-01,2014,9,4193.5,2.51,0.0,4193.5,10204793.63,687465.07,699554.58,10433664.64,146323.49964999998,55052.04250000001,430246.5521499999
777,2014-10-01,2014,10,4193.4,0.01,0.0,4193.4,10136136.99,684292.35,687465.07,10204793.63,572.8875583333333,120152.0993,189381.626858335
778,2014-11-01,2014,11,4193.31,0.6,0.0,4193.31,10074775.07,681715.11,684292.35,10136136.99,34214.61749999999,120261.9852,215838.52270000055
779,2014-12-01,2014,12,4193.44,1.4,5.7,4193.44,10163561.22,685624.97,681715.11,10074775.07,79533.42949999998,122708.23575,113455.5152500011
780,2015-01-01,2015,1,4193.67,0.8599999999999999,15.2,4193.67,10322118.34,693539.52,685624.97,10163561.22,49136.45618333332,115704.29890000002,6283.6350833345205
781,2015-02-01,2015,2,4193.93,0.31,17.6,4193.93,10503885.95,703670.07,693539.52,10322118.34,17916.4376,126621.4829,-37229.68950000033
782,2015-03-01,2015,3,4194.02,0.71,19.6,4194.02,10567275.28,707466.28,703670.07,10503885.95,41633.812475,126944.7934,105189.27587500028
783,2015-04-01,2015,4,4193.97,2.32,19.4,4193.97,10532092.53,705348.56,707466.28,10567275.28,136776.81413333333,127141.75495000002,299101.319083333
784,2015-05-01,2015,5,4194.08,4.19,16.9,4194.08,10609854.58,710289.54,705348.56,10532092.53,246284.20553333336,198662.9963,367185.1518333331
785,2015-06-01,2015,6,4194.26,0.65,1.6,4194.26,10738541.36,718149.09,710289.54,10609854.58,38474.01675,127249.26065,37036.49740000069
786,2015-07-01,2015,7,4193.73,1.2200000000000002,0.0,4193.73,10363835.74,695681.41,718149.09,10738541.36,73011.82415000001,46480.82329000001,494198.2674399987
787,2015-08-01,2015,8,4193.2,0.89,0.0,4193.2,10000049.07,678652.26,695681.41,10363835.74,51596.371241666675,34538.705335000006,449921.74657666683
788,2015-09-01,2015,9,4192.73,1.74,0.0,4192.73,9683638.92,667715.45,678652.26,10000049.07,98404.5777,62941.01704999999,477755.74475000054
789,2015-10-01,2015,10,4192.59,0.61,0.0,4192.59,9590404.19,662482.18,667715.45,9683638.92,33942.202041666664,72955.31184999997,200132.24389166757
790,2015-11-01,2015,11,4192.45,0.41,0.0,4192.45,9498207.32,658323.45,662482.18,9590404.19,22634.807816666667,107338.2926,222169.97041666694
791,2015-12-01,2015,12,4192.51,2.23,3.9,4192.51,9537792.25,659880.62,658323.45,9498207.32,122338.44112499998,104711.94025,187465.45137500018
792,2016-01-01,2016,1,4192.8,1.94,11.2,4192.8,9730317.76,669211.0,659880.62,9537792.25,106680.70023333332,118236.8317,32392.02193333395
793,2016-02-01,2016,2,4193.18,0.52,20.2,4193.18,9986467.71,678153.3,669211.0,9730317.76,28999.143333333333,168738.52685,-58412.27981666848
794,2016-03-01,2016,3,4193.69,2.22,25.4,4193.69,10336009.45,694216.34,678153.3,9986467.71,125458.36050000002,224349.51964999997,266.14015000127256
795,2016-04-01,2016,4,4194.02,1.39,33.7,4194.02,10567275.28,707466.28,694216.34,10336009.45,80413.39271666665,334419.6868,183567.24951666594
796,2016-05-01,2016,5,4194.21,1.58,35.1,4194.21,10702481.1,715917.31,707466.28,10567275.28,93149.72686666668,288873.7664,246817.673266666
797,2016-06-01,2016,6,4194.11,0.52,12.9,4194.11,10631031.96,711678.36,715917.31,10702481.1,31023.083433333337,107912.3175,210384.54093333334
798,2016-07-01,2016,7,4193.56,0.0,0.0,4193.56,10246145.62,689558.77,711678.36,10631031.96,0.0,35626.0402,420512.38020000234
799,2016-08-01,2016,8,4192.94,0.15,0.0,4192.94,9824297.3,672104.87,689558.77,10246145.62,8619.484625,32304.4711,462772.2757249996
800,2016-09-01,2016,9,4192.47,1.88,0.0,4192.47,9511392.12,658846.22,672104.87,9824297.3,105296.42963333332,78233.60369999999,496435.2133333348
801,2016-10-01,2016,10,4192.32,0.8999999999999999,0.0,4192.32,9412588.49,655179.04,658846.22,9511392.12,49413.466499999995,113065.64885,261282.74534999765
802,2016-11-01,2016,11,4192.41,1.76,0.4,4192.41,9471868.66,657310.25,655179.04,9412588.49,96092.92586666667,130200.31195000002,167013.06781666726
803,2016-12-01,2016,12,4192.27,1.98,6.0,4192.27,9379984.36,654097.02,657310.25,9471868.66,108456.19125,179145.753,379486.2442500014
804,2017-01-01,2017,1,4192.27,1.97,16.0,4192.27,9379984.36,654097.02,654097.02,9379984.36,107380.92744999999,213142.1496,320523.07704999857
805,2017-02-01,2017,2,4192.84,1.69,33.3,4192.84,9757128.02,669988.23,654097.02,9379984.36,92118.66365,635267.64435,350242.64800000004
806,2017-03-01,2017,3,4194.05,3.51,48.4,4194.05,10588371.32,708924.22,669988.23,9757128.02,195971.55727499997,781632.6878999999,146360.94517499767
807,2017-04-01,2017,4,4194.93,3.22,53.1,4194.93,11230112.56,749743.07,708924.22,10588371.32,190227.99903333336,798398.42,346885.17903333344
808,2017-05-01,2017,5,4195.35,0.61,58.8,4195.35,11548989.36,768997.64,749743.07,11230112.56,38111.93939166667,690132.6428,409367.7821916677
809,2017-06-01,2017,6,4195.23,0.25,29.9,4195.23,11456955.97,763453.51,768997.64,11548989.36,16020.784166666666,393202.09775,501256.27191666514
810,2017-07-01,2017,7,4194.66,0.51,0.0,4194.66,11029397.99,736816.15,763453.51,11456955.97,32446.774175000002,104483.44105,564488.1952250004
811,2017-08-01,2017,8,4194.01,0.07,0.0,4194.01,10560368.26,707094.27,736816.15,11029397.99,4298.094208333334,94229.14275,567556.9669583347
812,2017-09-01,2017,9,4193.57,2.04,0.0,4193.57,10252881.25,689943.21,707094.27,10560368.26,120206.02590000001,157170.1598,584863.195700001
813,2017-10-01,2017,10,4193.5,0.18,0.0,4193.5,10204793.63,687465.07,689943.21,10252881.25,10349.148149999999,220579.08450000003,279015.8526499998
814,2017-11-01,2017,11,4193.58,1.1700000000000002,0.0,4193.58,10259957.56,690275.37,687465.07,10204793.63,67027.84432500001,320302.3239,332166.238225
815,2017-12-01,2017,12,4193.79,0.78,3.1,4193.79,10405688.13,697943.31,690275.37,10259957.56,44867.89905,282135.61855,181272.9475999996
816,2018-01-01,2018,1,4194.08,0.82,6.8,4194.08,10609854.58,710289.54,697943.31,10405688.13,47692.79285,286989.0447,130515.38755000196
817,2018-02-01,2018,2,4194.33,1.06,11.5,4194.33,10788792.17,721301.8,710289.54,10609854.58,62742.2427,254620.50655,138425.15924999863
818,2018-03-01,2018,3,4194.55,2.58,16.9,4194.55,10948386.42,731404.31,721301.8,10788792.17,155079.88700000002,307384.58180000004,302870.21880000085
819,2018-04-01,2018,4,4194.84,1.91,26.3,4194.84,11162576.98,745453.44,731404.31,10948386.42,116415.18600833333,297431.1804499999,199655.8064583335
820,2018-05-01,2018,5,4194.81,1.26,23.4,4194.81,11140392.99,744039.87,745453.44,11162576.98,78272.61119999998,211305.23025,311761.83144999854
821,2018-06-01,2018,6,4194.4,0.05,0.0,4194.4,10839265.05,724476.65,744039.87,11140392.99,3100.1661249999997,55654.233100000005,359882.33922499977
822,2018-07-01,2018,7,4193.66,0.19,0.0,4193.66,10315347.65,693122.12,724476.65,10839265.05,11470.880291666668,36830.22305,572218.5033416674
823,2018-08-01,2018,8,4193.01,0.5,0.0,4193.01,9871612.84,673792.74,693122.12,10315347.65,28880.088333333333,43684.802350000005,516299.700683333
824,2018-09-01,2018,9,4192.42,0.0,0.0,4192.42,9478288.83,657597.9,673792.74,9871612.84,0.0,40278.5378,433602.5477999989
825,2018-10-01,2018,10,4192.13,2.5,0.0,4192.13,9288524.23,651313.53,657597.9,9478288.83,136999.5625,104951.03134,431715.1938399989
826,2018-11-01,2018,11,4192.03,1.06,0.6,4192.03,9223414.24,649666.03,651313.53,9288524.23,57532.69515,119588.98365,242231.6688000001
827,2018-12-01,2018,12,4192.22,1.28,6.2,4192.22,9347433.95,653012.23,649666.03,9223414.24,69297.70986666667,135286.20429999998,80564.20416666754
828,2019-01-01,2019,1,4192.44,1.76,10.4,4192.44,9491458.28,658066.96,653012.23,9347433.95,95775.12706666667,138940.20799999998,90691.00506666675
829,2019-02-01,2019,2,4192.92,1.26,22.7,4192.92,9810846.3,671693.23,658066.96,9491458.28,69097.0308,178876.79040000006,-71414.1988000013
830,2019-03-01,2019,3,4193.55,3.96,37.2,4193.55,10239076.62,689234.72,671693.23,9810846.3,221658.7659,253248.91630000004,46677.362200001255
831,2019-04-01,2019,4,4194.19,3.45,49.0,4194.19,10688156.84,715017.1,689234.72,10239076.62,198154.98200000002,515775.05880000006,264849.8208000008
832,2019-05-01,2019,5,4194.61,3.78,52.3,4194.61,10992404.4,734307.64,715017.1,10688156.84,225230.3865,443905.7132,364888.53969999775
833,2019-06-01,2019,6,4194.84,0.15,46.4,4194.84,11162576.98,745453.44,734307.64,10992404.4,9178.8455,371316.7538,210323.01929999888
834,2019-07-01,2019,7,4194.4,0.41,0.0,4194.4,10839265.05,724476.65,745453.44,11162576.98,25469.6592,50387.28687,399168.87607000023
835,2019-08-01,2019,8,4193.75,0.49,0.0,4193.75,10377771.96,696481.34,724476.65,10839265.05,29582.796541666667,62939.03355000001,554014.9200916663
836,2019-09-01,2019,9,4193.25,1.55,0.0,4193.25,10033883.8,680047.79,696481.34,10377771.96,89962.17308333334,94326.33425,528176.6673333328
837,2019-10-01,2019,10,4193.25,0.49,0.0,4193.25,10033883.8,680047.79,680047.79,10033883.8,27768.618091666667,172650.78225000002,200419.40034166723
838,2019-11-01,2019,11,4193.28,1.17,3.4,4193.28,10054150.81,680866.6,680047.79,10033883.8,66304.659525,140568.89951999998,186606.54904500023
839,2019-12-01,2019,12,4193.65,1.63,8.6,4193.65,10308242.25,692772.8,680866.6,10054150.81,92484.37983333333,201313.349,39706.28883333318
840,2020-01-01,2020,1,4193.93,1.78,14.8,4193.93,10503885.95,703670.07,692772.8,10308242.25,102761.29866666668,200045.8925,107163.49116666801
841,2020-02-01,2020,2,4194.38,1.25,27.2,4194.38,10824770.86,723509.07,703670.07,10503885.95,73298.965625,234558.3958,-13027.548575000837
842,2020-03-01,2020,3,4194.57,1.53,36.5,4194.57,10963040.28,732426.2,723509.07,10824770.86,92247.406425,370126.2571000001,324104.2435250003
843,2020-04-01,2020,4,4194.73,0.26,43.5,4194.73,11080962.63,740221.92,732426.2,10963040.28,15869.234333333332,277452.3767,175399.26103333198
844,2020-05-01,2020,5,4194.52,0.4,40.3,4194.52,10926620.45,730137.91,740221.92,11080962.63,24674.064000000002,189300.87630000003,368317.12030000053
845,2020-06-01,2020,6,4194.2,1.9,4.2,4194.2,10695491.68,715526.15,730137.91,10926620.45,115605.16908333333,144584.25724999997,491318.196333332
846,2020-07-01,2020,7,4193.8,0.26,0.0,4193.8,10412505.94,698397.63,715526.15,10695491.68,15503.066583333335,69817.81155000001,368306.61813333444
847,2020-08-01,2020,8,4193.22,0.1,0.0,4193.22,10013641.25,679213.36,698397.63,10412505.94,5819.98025,47158.9026,451843.57284999825
848,2020-09-01,2020,9,4192.66,0.19,0.0,4192.66,9637084.47,665600.89,679213.36,10013641.25,10754.211533333333,69991.16945,457302.16098333336
849,2020-10-01,2020,10,4192.36,0.28,0.0,4192.36,9438840.47,656138.75,665600.89,9637084.47,15530.687433333334,93383.18,307157.86743333377
850,2020-11-01,2020,11,4192.18,0.69,0.0,4192.18,9321303.46,652232.44,656138.75,9438840.47,37727.978124999994,114952.75075000002,270217.7388749998
851,2020-12-01,2020,12,4192.21,0.3399999999999999,5.5,4192.21,9340739.01,652817.57,652232.44,9321303.46,18479.919133333326,138741.85799999998,137786.22713333368
852,2021-01-01,2021,1,4192.33,0.85,8.9,4192.33,9419308.07,655435.7,652817.57,9340739.01,46241.24454166666,131518.94275000002,99191.12729166634
853,2021-02-01,2021,2,4192.65,1.75,14.3,4192.65,9630263.75,664899.3,655435.7,9419308.07,95584.37291666666,120878.8537,5507.546616667882
854,2021-03-01,2021,3,4192.81,1.55,23.8,4192.81,9737180.72,669393.85,664899.3,9630263.75,85882.82625000001,137692.98320000002,116658.83944999985
855,2021-04-01,2021,4,4192.77,1.79,29.7,4192.77,9710393.72,668624.0,669393.85,9737180.72,99851.24929166667,128135.68679999998,254773.93609166518
856,2021-05-01,2021,5,4192.57,0.65,31.6,4192.57,9577151.73,661606.01,668624.0,9710393.72,36217.13333333333,52666.88375,222126.00708333217
857,2021-06-01,2021,6,4192.06,0.1,0.6,4192.06,9243088.75,650143.04,661606.01,9577151.73,5513.383416666667,30177.96075,369754.3241666686
858,2021-07-01,2021,7,4191.48,0.52,0.0,4191.48,8870413.04,625792.67,650143.04,9243088.75,28172.86506666667,25410.89619,426259.47125666775
859,2021-08-01,2021,8,4191.0,2.29,0.0,4191.0,8572112.85,617576.15,625792.67,8870413.04,119422.10119166668,48939.21286,466661.50405166484
860,2021-09-01,2021,9,4190.67,0.1699999999999999,0.0,4190.67,8369199.35,611666.51,617576.15,8572112.85,8748.99545833333,34515.2802,246177.77565833367
861,2021-10-01,2021,10,4190.43,3.49,0.0,4190.43,8223170.43,606735.57,611666.51,8369199.35,177893.00999166668,103582.337,427504.2669916656
862,2021-11-01,2021,11,4190.61,0.3399999999999999,4.5,4190.61,8332505.46,610289.52,606735.57,8223170.43,17190.841149999993,104087.93115000002,11943.74229999911
863,2021-12-01,2021,12,4190.64,1.84,6.0,4190.64,8350991.2,610975.81,610289.52,8332505.46,93577.72640000001,123882.07105,198974.05744999927
864,2022-01-01,2022,1,4190.84,0.47,18.3,4190.84,8473417.2,614871.4,610975.81,8350991.2,23929.885891666665,116878.1342,18382.02009166777
865,2022-02-01,2022,2,4190.95,0.27,22.2,4190.95,8541374.66,616775.57,614871.4,8473417.2,13834.606500000002,96349.50425,42226.65074999817
866,2022-03-01,2022,3,4191.1,1.6700000000000002,23.7,4191.1,8634010.54,619171.87,616775.57,8541374.66,85834.60015833334,142728.49465,135927.21480833553
867,2022-04-01,2022,4,4191.09,0.8099999999999999,29.6,4191.09,8627662.47,619004.12,619171.87,8634010.54,41794.10122499999,161853.99670000002,209996.16792499833
868,2022-05-01,2022,5,4190.93,1.68,33.3,4190.93,8529030.49,616429.36,619004.12,8627662.47,86660.5768,71723.36000000002,257015.91679999977
869,2022-06-01,2022,6,4190.62,0.56,11.2,4190.62,8338764.45,610524.75,616429.36,8529030.49,28766.703466666666,72784.33415000001,291817.07761666644
870,2022-07-01,2022,7,4189.98,0.12,0.0,4189.98,7951613.64,599732.73,610524.75,8338764.45,6105.2475,32508.573250000005,425764.6307500005
871,2022-08-01,2022,8,4189.49,1.13,0.0,4189.49,7659979.72,590703.35,599732.73,7951613.64,56474.832075,64030.15690000001,412138.90897499956
872,2022-09-01,2022,9,4189.13,0.76,0.0,4189.13,7448265.48,584597.1,590703.35,7659979.72,37411.21216666667,51311.16150000001,300436.6136666667
873,2022-10-01,2022,10,4188.81,0.81,0.0,4188.81,7262155.83,579169.38,584597.1,7448265.48,39460.30425,58304.78415,283874.73840000015
874,2022-11-01,2022,11,4188.73,1.9,3.8,4188.73,7215838.59,577594.24,579169.38,7262155.83,91701.8185,92662.3761,230681.43460000027
875,2022-12-01,2022,12,4188.99,2.39,11.7,4188.99,7366789.31,582257.0,577594.24,7215838.59,115037.51946666668,112418.63115,76505.43061666656
876,2023-01-01,2023,1,4189.68,2.71,21.3,4189.68,7772550.7,594640.91,582257.0,7366789.31,131493.03916666665,151171.6591,-123096.69173333421
877,2023-02-01,2023,2,4190.11,1.35,35.8,4190.11,8029639.27,601734.66,594640.91,7772550.7,66897.102375,113710.088,-76481.37962499913
878,2023-03-01,2023,3,4190.74,2.61,46.8,4190.74,8412258.2,613110.72,601734.66,8029639.27,130877.28855000001,278583.44774000003,26841.806290000677
879,2023-04-01,2023,4,4192.03,1.69,66.8,4192.03,9223414.24,649666.03,613110.72,8412258.2,86346.4264,649425.5499900001,-75384.06361000054
880,2023-05-01,2023,5,4193.15,0.52,71.0,4193.15,9965950.29,677355.01,649666.03,9223414.24,28152.194633333336,1076516.30062,362132.44525333494
881,2023-06-01,2023,6,4193.84,0.39,33.5,4193.84,10440497.9,699912.06,677355.01,9965950.29,22014.037825,451518.5845500001,-1014.9876250009984
882,2023-07-01,2023,7,4193.51,0.06,0.0,4193.51,10211845.08,687858.62,699912.06,10440497.9,3499.5603000000006,75183.57575,307335.9560500011
883,2023-08-01,2023,8,4192.88,2.75,0.0,4192.88,9783970.45,670837.89,687858.62,10211845.08,157634.26708333334,93693.00269999998,679201.8997833338
884,2023-09-01,2023,9,4192.34,0.91,0.0,4192.34,9425709.85,655656.42,670837.89,9783970.45,50871.873325,107854.20095,516986.67427499965
885,2023-10-01,2023,10,4192.19,1.97,0.0,4192.19,9327673.76,652437.26,655656.42,9425709.85,107636.92895,94984.06285000002,300657.08180000074
886,2023-11-01,2023,11,4192.2,1.74,0.6,4192.2,9334364.77,652626.28,652437.26,9327673.76,94603.40269999999,104408.86145,192321.25414999947
887,2023-12-01,2023,12,4192.43,0.94,4.5,4192.43,9485032.99,657839.14,652626.28,9334364.77,51122.39193333333,115426.2122,15880.38413333334
888,2024-01-01,2024,1,4192.65,1.28,11.5,4192.65,9630263.75,664899.3,657839.14,9485032.99,70169.50826666667,96267.38734999998,21206.13561666757
889,2024-02-01,2024,2,4193.31,3.37,20.5,4193.31,10074775.07,681715.11,664899.3,9630263.75,186725.88675,173579.45695000002,-84205.97630000114
890,2024-03-01,2024,3,4194.04,2.08,35.8,4194.04,10581450.14,708537.82,681715.11,10074775.07,118163.9524,251056.15705000004,-137454.96054999903
891,2024-04-01,2024,4,4194.61,1.51,46.9,4194.61,10992404.4,734307.64,708537.82,10581450.14,89157.67568333332,368512.4815,46715.89718333259
892,2024-05-01,2024,5,4195.0,1.4500000000000002,46.1,4195.0,11282575.4,752944.33,734307.64,10992404.4,88728.83983333335,366920.1277,165477.96753333323
893,2024-06-01,2024,6,4194.83,0.31,20.4,4194.83,11155299.18,745040.66,752944.33,11282575.4,19451.06185833333,202138.08829999997,348865.3701583352
894,2024-07-01,2024,7,4194.07,0.08,0.0,4194.07,10602573.35,709904.25,745040.66,11155299.18,4966.937733333334,51413.708450000006,609106.4761833344
895,2024-08-01,2024,8,4193.23,1.15,0.0,4193.23,10020275.42,679465.74,709904.25,10602573.35,68032.49062499999,65982.31760000001,716312.738225
896,2024-09-01,2024,9,4192.66,0.42,0.0,4192.66,9637084.47,665600.89,679465.74,10020275.42,23781.3009,62459.621600000006,469431.87249999866
897,2024-10-01,2024,10,4192.32,0.79,0.0,4192.32,9412588.49,655179.04,665600.89,9637084.47,43818.72525833334,73083.44595,341398.1512083337
898,2024-11-01,2024,11,4192.18,1.2200000000000002,1.0,4192.18,9321303.46,652232.44,655179.04,9412588.49,66609.86906666668,89650.233,247545.13206666522
899,2024-12-01,2024,12,4192.33,1.12,3.6,4192.33,9419308.07,655435.7,652232.44,9321303.46,60875.02773333333,94188.481,57058.898733334616
