Unnamed: 0,date,year,month,elevation_ft,monthly_precip_inches,snow_water_equiv_in,elev_ft_NGVD29,volume_acreft,area_acre,area_acre_prior,prior_month_vol_acft,precip_acreft,TOTAL_INFLOW_cfs_acft,evaporation_acreft
580,1998-05-01,1998,5,4202.56,1.04,43.2,4202.56,18500491.16,1168894.36,1154619.87,18152187.08,100067.05540000001,855402.2265,607165.2018999979
581,1998-06-01,1998,6,4202.97,3.84,26.1,4202.97,18985881.69,1196371.12,1168894.36,18500491.16,374046.1952,739218.714,627874.3792000003
582,1998-07-01,1998,7,4202.9,1.57,0.0,4202.9,18901895.67,1192639.43,1196371.12,18985881.69,156525.22153333333,285185.64650000003,525696.8880333304
583,1998-08-01,1998,8,4202.38,0.46,0.0,4202.38,18290651.12,1160768.55,1192639.43,18901895.67,45717.84481666667,162498.2375,819460.6323166676
584,1998-09-01,1998,9,4202.0,1.53,0.0,4202.0,17853876.59,1138997.91,1160768.55,18290651.12,147997.990125,215166.113,799938.6331250034
585,1998-10-01,1998,10,4202.01,1.25,0.0,4202.01,17865557.88,1139410.71,1138997.91,17853876.59,118645.61562499999,335891.84050000005,442856.16612500325
586,1998-11-01,1998,11,4202.11,1.27,0.7,4202.11,17979276.53,1143889.55,1139410.71,17865557.88,120587.633475,383918.326,390787.3094749972
587,1998-12-01,1998,12,4202.29,1.27,4.6,4202.29,18186601.87,1156007.31,1143889.55,17979276.53,121061.64404166667,371497.649,285233.95304166526
588,1999-01-01,1999,1,4202.5,1.29,7.5,4202.5,18430382.62,1165930.78,1156007.31,18186601.87,124270.785825,357236.28400000004,237726.31982500106
589,1999-02-01,1999,2,4202.86,0.96,15.0,4202.86,18854186.41,1190516.11,1165930.78,18430382.62,93274.4624,380522.574,49993.24640000239
590,1999-03-01,1999,3,4203.12,0.8,22.8,4203.12,19165753.44,1203355.17,1190516.11,18854186.41,79367.74066666668,479368.313,247169.02366666496
591,1999-04-01,1999,4,4203.31,3.09,31.3,4203.31,19395069.68,1211097.88,1203355.17,19165753.44,309863.956275,452662.469,533210.1852750033
592,1999-05-01,1999,5,4203.8,2.59,43.1,4203.8,19992844.55,1231405.28,1211097.88,19395069.68,261395.2924333333,839175.2129999999,502795.63543333113
593,1999-06-01,1999,6,4204.06,0.82,33.5,4204.06,20315082.06,1245566.88,1231405.28,19992844.55,84146.02746666667,659174.5715,421083.08896666765
594,1999-07-01,1999,7,4203.68,0.25,0.0,4203.68,19845832.31,1225665.37,1245566.88,20315082.06,25949.309999999998,165893.9895,661093.0494999997
595,1999-08-01,1999,8,4203.09,0.7,0.0,4203.09,19129344.97,1202007.08,1225665.37,19845832.31,71497.14658333334,128814.4405,916798.9270833321
596,1999-09-01,1999,9,4202.68,0.4499999999999999,0.0,4202.68,18641437.8,1177755.4,1202007.08,19129344.97,45075.265499999994,184296.90250000003,717279.3379999995
597,1999-10-01,1999,10,4202.43,0.02,0.0,4202.43,18349081.67,1162904.34,1177755.4,18641437.8,1962.9256666666665,203713.384,498032.4396666661
598,1999-11-01,1999,11,4202.33,0.7,0.1,4202.33,18232920.71,1157733.9,1162904.34,18349081.67,67836.0865,245928.2145,429925.26099999994
599,1999-12-01,1999,12,4202.45,1.84,1.6,4202.45,18372370.09,1163676.94,1157733.9,18232920.71,177519.198,243401.2355,281471.0535000004
600,2000-01-01,2000,1,4202.58,2.17,7.8,4202.58,18523902.67,1169997.89,1163676.94,18372370.09,210431.5799833333,280880.65809999994,339779.65808333457
601,2000-02-01,2000,2,4202.92,1.8,16.5,4202.92,18925781.58,1193694.74,1169997.89,18523902.67,175499.68349999998,285608.5287,59229.30220000446
602,2000-03-01,2000,3,4203.29,0.8,27.2,4203.29,19370831.17,1210386.36,1193694.74,18925781.58,79579.64933333333,328142.306,-37327.634666670114
603,2000-04-01,2000,4,4203.33,0.76,35.8,4203.33,19419323.49,1211852.61,1210386.36,19370831.17,76657.80280000002,288948.346,317113.828800004
604,2000-05-01,2000,5,4203.18,1.62,34.2,4203.18,19238100.07,1205916.4,1211852.61,19419323.49,163600.10235000003,149309.94600000005,494133.46834999695
605,2000-06-01,2000,6,4202.75,0.36,0.5,4202.75,18723840.22,1182405.74,1205916.4,19238100.07,36177.492,54875.511000000006,605312.8530000001
606,2000-07-01,2000,7,4202.14,0.42,0.0,4202.14,18013947.45,1147463.88,1182405.74,18723840.22,41384.200899999996,35320.184499999996,786597.1554000005
607,2000-08-01,2000,8,4201.56,2.0,0.0,4201.56,17357124.35,1119249.74,1147463.88,18013947.45,191243.97999999998,41760.609,889827.6889999993
608,2000-09-01,2000,9,4201.26,1.86,0.0,4201.26,17024239.81,1101825.8,1119249.74,17357124.35,173483.7097,74246.37199999999,580614.6217000037
609,2000-10-01,2000,10,4201.04,2.0,0.0,4201.04,16783143.51,1080019.45,1101825.8,17024239.81,183637.63333333333,86780.10850000003,511514.04183332995
610,2000-11-01,2000,11,4201.08,1.31,2.6,4201.08,16826712.17,1090869.7,1080019.45,16783143.51,117902.12329166668,96538.9285,170872.3917916678
611,2000-12-01,2000,12,4201.14,1.24,5.6,4201.14,16892325.02,1094024.29,1090869.7,16826712.17,112723.20233333333,94265.8375,141376.18983333558
612,2001-01-01,2001,1,4201.22,0.78,10.5,4201.22,16980165.47,1099780.49,1094024.29,16892325.02,71111.57885,106168.82100000004,89439.94985000044
613,2001-02-01,2001,2,4201.31,1.5,13.9,4201.31,17079192.78,1104856.06,1099780.49,16980165.47,137472.56125,111649.23150000002,150094.48274999857
614,2001-03-01,2001,3,4201.47,1.55,19.2,4201.47,17256823.51,1113118.04,1104856.06,17079192.78,142710.5744166667,185030.7975,150110.64191666618
615,2001-04-01,2001,4,4201.5,2.46,24.5,4201.5,17289999.14,1114471.69,1113118.04,17256823.51,228189.19819999998,167716.82600000003,362730.3942000009
616,2001-05-01,2001,5,4201.31,0.22,32.6,4201.31,17079192.78,1104856.06,1114471.69,17289999.14,20431.98098333333,70666.1545,301904.4954833314
617,2001-06-01,2001,6,4200.92,1.12,0.0,4200.92,16653782.48,1073962.42,1104856.06,17079192.78,103119.89893333334,39654.132,568184.3309333324
618,2001-07-01,2001,7,4200.39,1.13,0.0,4200.39,16092381.72,1043108.5,1073962.42,16653782.48,101131.46121666665,34752.90350000001,697285.1247166675
619,2001-08-01,2001,8,4199.81,0.53,0.0,4199.81,15498359.19,997882.75,1043108.5,16092381.72,46070.62541666667,34735.051999999996,674828.2074166667
620,2001-09-01,2001,9,4199.34,0.05,0.0,4199.34,15034172.54,976640.1,997882.75,15498359.19,4157.844791666666,31327.399000000005,499671.8937916681
621,2001-10-01,2001,10,4198.95,0.92,0.0,4198.95,14657010.36,959088.34,976640.1,15034172.54,74875.74100000001,47760.89485,499798.8158500008
622,2001-11-01,2001,11,4198.85,3.3400000000000003,0.9,4198.85,14561254.0,954273.06,959088.34,14657010.36,266946.25463333336,82984.08620000002,445686.70083333366
623,2001-12-01,2001,12,4199.09,1.44,9.3,4199.09,14791390.24,965505.42,954273.06,14561254.0,114512.7672,132411.51774999997,16788.04495000094
624,2002-01-01,2002,1,4199.22,1.19,15.0,4199.22,14917649.49,971413.91,965505.42,14791390.24,95745.95415,123552.41335000002,93039.1174999997
625,2002-02-01,2002,2,4199.33,0.3,24.4,4199.33,15024637.08,976232.05,971413.91,14917649.49,24285.347749999997,104469.55655000002,21767.314300000668
626,2002-03-01,2002,3,4199.48,2.47,31.1,4199.48,15171472.75,982902.73,976232.05,15024637.08,200941.09695833334,155164.24625,209269.67320833355
627,2002-04-01,2002,4,4199.61,2.49,42.3,4199.61,15299510.29,988771.65,982902.73,15171472.75,203952.316475,174977.42775000003,250892.20422500186
628,2002-05-01,2002,5,4199.61,0.48,50.2,4199.61,15299510.29,988771.65,988771.65,15299510.29,39550.866,93485.1319,133035.99789999984
629,2002-06-01,2002,6,4199.29,0.18,18.9,4199.29,14985584.13,974495.79,988771.65,15299510.29,14831.57475,57891.81945,386649.5541999992
630,2002-07-01,2002,7,4198.68,0.14,0.0,4198.68,14399832.11,945614.78,974495.79,14985584.13,11369.11755,30733.73745,627854.8750000019
631,2002-08-01,2002,8,4197.97,0.03,0.0,4197.97,13741514.45,908865.07,945614.78,14399832.11,2364.03695,26891.301250000004,687572.9981999993
632,2002-09-01,2002,9,4197.58,1.12,0.0,4197.58,13390903.02,888635.22,908865.07,13741514.45,84827.40653333333,50714.32635,486153.162883332
633,2002-10-01,2002,10,4197.4,0.71,0.4,4197.4,13231625.08,879251.73,888635.22,13390903.02,52577.583849999995,65637.18860000001,277492.7124499995
634,2002-11-01,2002,11,4197.31,0.64,0.9,4197.31,13152852.0,874251.29,879251.73,13231625.08,46893.4256,87756.18884999999,213422.6944500003
635,2002-12-01,2002,12,4197.28,0.54,4.2,4197.28,13126415.06,872433.17,874251.29,13152852.0,39341.30805000001,99448.32630000002,165226.57434999943
636,2003-01-01,2003,1,4197.51,0.64,7.8,4197.51,13328980.14,885130.97,872433.17,13126415.06,46529.769066666675,95845.4969,-60189.81403333321
637,2003-02-01,2003,2,4197.64,1.06,10.9,4197.64,13444362.87,891760.27,885130.97,13328980.14,78186.56901666666,102799.44955,65603.28856666759
638,2003-03-01,2003,3,4197.74,1.39,16.5,4197.74,13533882.41,896980.38,891760.27,13444362.87,103295.56460833333,127384.337,141160.36160833202
639,2003-04-01,2003,4,4197.68,1.65,25.9,4197.68,13480107.99,893831.76,896980.38,13533882.41,123334.80224999998,137904.62265,315013.844899999
640,2003-05-01,2003,5,4197.63,1.67,30.8,4197.63,13435222.4,891111.98,893831.76,13480107.99,124391.5866,65279.36520000001,234556.54179999977
641,2003-06-01,2003,6,4197.22,0.88,0.5,4197.22,13074558.24,868725.06,891111.98,13435222.4,65348.211866666665,42552.22385000001,468564.5957166683
642,2003-07-01,2003,7,4196.7,0.3299999999999999,0.0,4196.7,12630914.72,837871.61,868725.06,13074558.24,23889.939149999995,24367.89255,491901.35170000046
643,2003-08-01,2003,8,4196.05,0.6699999999999999,0.0,4196.05,12098158.23,801026.29,837871.61,12630914.72,46781.16489166666,27081.1222,606618.7770916652
644,2003-09-01,2003,9,4195.61,1.59,0.0,4195.61,11750263.38,780694.18,801026.29,12098158.23,106135.98342500001,32042.84745,486073.6808749996
645,2003-10-01,2003,10,4195.32,0.16,0.0,4195.32,11525731.8,767565.84,780694.18,11750263.38,10409.255733333335,53746.106100000005,288686.94183333404
646,2003-11-01,2003,11,4195.09,1.94,1.0,4195.09,11350411.1,757130.65,767565.84,11525731.8,124089.81079999998,85880.78960000002,385291.30040000007
647,2003-12-01,2003,12,4195.16,3.97,8.2,4195.16,11403757.78,760289.09,757130.65,11350411.1,250484.05670833337,93081.48965,290218.8663583342
648,2004-01-01,2004,1,4195.39,0.46,18.3,4195.39,11579814.33,770787.49,760289.09,11403757.78,29144.415116666667,99423.13585,-47488.999033335596
649,2004-02-01,2004,2,4195.58,2.25,26.3,4195.58,11727031.08,779359.81,770787.49,11579814.33,144522.65437499998,109697.66585,107003.57022500038
650,2004-03-01,2004,3,4196.13,0.88,35.2,4196.13,12162463.85,805078.18,779359.81,11727031.08,57153.05273333334,215115.53375,-163164.1835166663
651,2004-04-01,2004,4,4196.25,2.38,42.5,4196.25,12259568.02,811974.0,805078.18,12162463.85,159673.83903333335,140575.40540000002,203145.07443333417
652,2004-05-01,2004,5,4196.03,0.95,42.4,4196.03,12082130.96,800160.71,811974.0,12259568.02,64281.274999999994,76451.82564999998,318170.1606499981
653,2004-06-01,2004,6,4195.71,1.7,14.7,4195.71,11828630.84,785200.08,800160.71,12082130.96,113356.10058333332,76706.3087,443562.52928333543
654,2004-07-01,2004,7,4195.22,0.34,0.0,4195.22,11449502.43,763044.63,785200.08,11828630.84,22247.335600000002,26538.4366,427914.1821999997
655,2004-08-01,2004,8,4194.64,0.19,0.0,4194.64,11014657.73,735781.12,763044.63,11449502.43,12081.539975000002,26468.81575,473395.05572499894
656,2004-09-01,2004,9,4194.3,0.5,0.0,4194.3,10766978.0,719915.15,735781.12,11014657.73,30657.546666666665,33064.1516,311401.42826666683
657,2004-10-01,2004,10,4194.06,3.48,0.0,4194.06,10595642.61,709518.91,719915.15,10766978.0,208775.3935,101714.07835,481824.8618500009
658,2004-11-01,2004,11,4194.3,1.24,12.1,4194.3,10766978.0,719915.15,709518.91,10595642.61,73316.95403333334,113193.9813,15175.545333333313
659,2004-12-01,2004,12,4194.41,0.52,15.9,4194.41,10846695.9,724913.27,719915.15,10766978.0,31196.32316666667,144866.70765,96345.13081666641
660,2005-01-01,2005,1,4194.83,1.44,25.1,4194.83,11155299.18,745040.66,724913.27,10846695.9,86989.5924,167049.97329999998,-54563.71429999918
661,2005-02-01,2005,2,4195.36,1.23,41.2,4195.36,11556500.95,769393.41,745040.66,11155299.18,76366.66765,132073.13265,-192761.96970000118
662,2005-03-01,2005,3,4195.59,2.44,48.7,4195.59,11734643.89,779754.13,769393.41,11556500.95,156443.3267,298395.95485000004,276696.34154999815
663,2005-04-01,2005,4,4195.96,3.15,60.3,4195.96,12026381.19,796724.66,779754.13,11734643.89,204685.45912500002,463558.9452600001,376507.1043849997
664,2005-05-01,2005,5,4196.82,2.88,67.3,4196.82,12731563.24,844943.52,796724.66,12026381.19,191213.9184,881766.35312,367798.2215199992
665,2005-06-01,2005,6,4197.34,1.64,57.1,4197.34,13178915.54,875861.74,844943.52,12731563.24,115475.61439999999,505996.2054500002,174119.51985000074
666,2005-07-01,2005,7,4197.01,0.01,5.6,4197.01,12893499.41,855771.02,875861.74,13178915.54,729.8847833333334,63945.659800000016,350091.6745833326
667,2005-08-01,2005,8,4196.34,0.72,0.0,4196.34,12332740.01,816928.46,855771.02,12893499.41,51346.2612,43630.256100000006,655735.9173000008
668,2005-09-01,2005,9,4195.77,0.4,0.0,4195.77,11875870.27,788027.34,816928.46,12332740.01,27230.948666666663,61599.972700000006,545700.6613666676
669,2005-10-01,2005,10,4195.5,0.91,0.0,4195.5,11664767.55,775681.82,788027.34,11875870.27,59758.73995,128333.04505,399194.50499999896
670,2005-11-01,2005,11,4195.5,0.8,1.0,4195.5,11664767.55,775681.82,775681.82,11664767.55,51712.12133333333,147491.0765,199203.19783333316
671,2005-12-01,2005,12,4195.56,1.26,6.1,4195.56,11711438.19,778400.01,775681.82,11664767.55,81446.59109999999,190025.6472,224801.59830000065
672,2006-01-01,2006,1,4196.07,1.36,20.3,4196.07,12114205.04,802139.11,778400.01,11711438.19,88218.66780000001,246957.65100000004,-67590.53119999915
673,2006-02-01,2006,2,4196.45,1.26,33.9,4196.45,12423242.26,823324.69,802139.11,12114205.04,84224.60655,208082.43945,-16730.17400000058
674,2006-03-01,2006,3,4196.78,2.76,43.1,4196.78,12697782.55,842411.44,823324.69,12423242.26,189364.67869999996,390324.892155,305149.280855
675,2006-04-01,2006,4,4197.51,3.14,58.5,4197.51,13328980.14,885130.97,842411.44,12697782.55,220430.99346666664,842865.7131,432099.11656666547
676,2006-05-01,2006,5,4198.07,0.79,68.9,4198.07,13832297.28,914164.01,885130.97,13328980.14,58271.12219166667,663298.4266799998,218252.40887166932
677,2006-06-01,2006,6,4197.95,0.72,34.5,4197.95,13723331.09,907761.33,914164.01,13832297.28,54849.840599999996,268731.12555,432547.15615000017
678,2006-07-01,2006,7,4197.42,0.26,0.0,4197.42,13249239.13,880397.17,907761.33,13723331.09,19668.16215,43893.6649,537653.7870499976
679,2006-08-01,2006,8,4196.8,0.92,0.0,4196.8,12714661.45,843685.72,880397.17,13249239.13,67497.11636666668,44331.225000000006,646406.021366667
680,2006-09-01,2006,9,4196.41,1.87,0.0,4196.41,12390322.67,820980.46,843685.72,12714661.45,131474.35803333335,112167.91675000002,567981.0547833331
681,2006-10-01,2006,10,4196.44,1.02,0.0,4196.44,12414802.83,822777.97,820980.46,12390322.67,69783.3391,181841.3295,227144.50859999843
682,2006-11-01,2006,11,4196.5,1.13,1.5,4196.5,12464325.09,826391.41,822777.97,12414802.83,77478.25884166665,179371.87199999997,207327.87084166706
683,2006-12-01,2006,12,4196.68,0.91,5.6,4196.68,12614152.42,836647.47,826391.41,12464325.09,62668.01525833334,194359.198,107199.88325833343
684,2007-01-01,2007,1,4196.84,0.73,9.1,4196.84,12748489.39,846019.32,836647.47,12614152.42,50896.054424999995,191094.75370000003,107653.83812499791
685,2007-02-01,2007,2,4196.99,1.53,10.9,4196.99,12876378.06,854715.27,846019.32,12748489.39,107867.46329999999,208653.29075000004,188632.08405000158
686,2007-03-01,2007,3,4197.42,1.11,19.7,4197.42,13249239.13,880397.17,854715.27,12876378.06,79061.16247500002,326813.7577,33013.850174998865
687,2007-04-01,2007,4,4197.59,0.53,25.8,4197.59,13399583.2,889083.01,880397.17,13249239.13,38884.20834166667,226270.1427,114810.28104166873
688,2007-05-01,2007,5,4197.39,0.5700000000000001,24.5,4197.39,13223041.14,878748.36,889083.01,13399583.2,42231.442975000005,95116.56065,313890.06362499855
689,2007-06-01,2007,6,4197.02,0.8,0.0,4197.02,12901862.23,856698.54,878748.36,13223041.14,58583.223999999995,37522.46455,417284.5985499993
690,2007-07-01,2007,7,4196.45,0.53,0.0,4196.45,12423242.26,823324.69,856698.54,12901862.23,37837.51885,33976.36325,550433.8521000016
691,2007-08-01,2007,8,4195.84,0.0999999999999999,0.0,4195.84,11931005.77,791299.97,823324.69,12423242.26,6861.039083333326,33093.705749999994,532191.2348333336
692,2007-09-01,2007,9,4195.32,1.74,0.0,4195.32,11525731.8,767565.84,791299.97,11931005.77,114738.49564999998,44399.8541,564412.3197499998
693,2007-10-01,2007,10,4195.16,1.88,0.0,4195.16,11403757.78,760289.09,767565.84,11525731.8,120251.98159999998,87061.17045,329287.1720500011
694,2007-11-01,2007,11,4195.11,0.49,2.8,4195.11,11365576.64,758107.42,760289.09,11403757.78,31045.137841666663,92199.22885,161425.50669166446
695,2007-12-01,2007,12,4195.19,3.35,4.6,4195.19,11426423.65,761676.89,758107.42,11365576.64,211638.32141666667,109682.59124999998,260473.90266666748
696,2008-01-01,2008,1,4195.33,1.3,15.4,4195.33,11533604.44,767995.91,761676.89,11426423.65,82514.99641666668,125637.27019999998,100971.47661666758
697,2008-02-01,2008,2,4195.49,1.24,31.8,4195.49,11657194.55,775273.69,767995.91,11533604.44,79359.57736666666,141515.58440000002,97285.05176666565
698,2008-03-01,2008,3,4195.95,1.34,43.8,4195.95,12018602.67,796320.16,775273.69,11657194.55,86572.22871666666,209276.10975000003,-65559.78153333254
699,2008-04-01,2008,4,4196.01,0.75,49.9,4196.01,12066513.74,799172.48,796320.16,12018602.67,49770.01,205575.8905,207434.83049999923
700,2008-05-01,2008,5,4195.93,1.01,56.6,4195.93,12002669.25,795482.55,799172.48,12066513.74,67263.68373333334,255448.41945,386556.59318333305
701,2008-06-01,2008,6,4195.9,0.75,38.3,4195.9,11978610.79,794073.07,795482.55,12002669.25,49717.659375,227009.5915,300785.7108750008
702,2008-07-01,2008,7,4195.38,0.14,0.0,4195.38,11571913.05,770358.02,794073.07,11978610.79,9264.185816666666,40816.463,456778.388816664
703,2008-08-01,2008,8,4194.71,0.8300000000000001,0.0,4194.71,11066153.55,739172.17,770358.02,11571913.05,53283.09638333334,35155.355650000005,594197.9520333335
704,2008-09-01,2008,9,4194.23,0.31,0.0,4194.23,10716822.03,716836.57,739172.17,11066153.55,19095.281058333334,52478.84795,420905.64900833555
705,2008-10-01,2008,10,4194.01,1.29,0.0,4194.01,10560368.26,707094.27,716836.57,10716822.03,77059.931275,122249.0555,355762.75677500106
706,2008-11-01,2008,11,4194.03,1.5,0.0,4194.03,10574186.87,708151.24,707094.27,10560368.26,88386.78375,128962.4096,203530.5833500009
707,2008-12-01,2008,12,4194.07,1.28,6.0,4194.07,10602573.35,709904.25,708151.24,10574186.87,75536.13226666667,129738.3548,176888.00706666708
708,2009-01-01,2009,1,4194.23,2.15,17.3,4194.23,10716822.03,716836.57,709904.25,10602573.35,127191.178125,156831.57635,169774.07447499968
709,2009-02-01,2009,2,4194.64,0.83,26.0,4194.64,11014657.73,735781.12,716836.57,10716822.03,49581.196091666665,131099.82920000004,-117154.67470833473
710,2009-03-01,2009,3,4195.08,1.72,32.9,4195.08,11343019.32,756714.45,735781.12,11014657.73,105461.96053333333,269068.5189,46168.88943333365
711,2009-04-01,2009,4,4195.35,2.55,43.5,4195.35,11548989.36,768997.64,756714.45,11343019.32,160801.820625,391208.28354999993,346040.0641750004
712,2009-05-01,2009,5,4195.73,1.36,51.8,4195.73,11844358.46,786035.49,768997.64,11548989.36,87153.06586666667,513120.14405,304904.10991666466
713,2009-06-01,2009,6,4195.88,2.64,12.7,4195.88,11962724.39,793106.36,786035.49,11844358.46,172927.8078,547289.3035000002,601851.1813000012
714,2009-07-01,2009,7,4195.84,0.28,0.0,4195.84,11931005.77,791299.97,793106.36,11962724.39,18505.815066666666,71653.5408,121877.97586666793
715,2009-08-01,2009,8,4195.12,0.4,0.0,4195.12,11373352.25,758516.63,791299.97,11931005.77,26376.665666666664,40714.1144,624744.3000666648
716,2009-09-01,2009,9,4194.69,1.19,0.0,4194.69,11051364.63,738284.12,758516.63,11373352.25,75219.56580833334,58747.50135,455954.68715833314
717,2009-10-01,2009,10,4194.4,1.1800000000000002,1.2,4194.4,10839265.05,724476.65,738284.12,11051364.63,72597.93846666667,144140.945,428838.46346666664
718,2009-11-01,2009,11,4194.38,0.2,1.3,4194.38,10824770.86,723509.07,724476.65,10839265.05,12074.610833333334,144619.96025,171188.76108333468
719,2009-12-01,2009,12,4194.39,1.35,2.6,4194.39,10832192.12,724074.2,723509.07,10824770.86,81394.770375,136712.53915,210686.04952500015
720,2010-01-01,2010,1,4194.52,0.38,8.6,4194.52,10926620.45,730137.91,724074.2,10832192.12,22929.016333333333,151285.90869999997,79786.59503333457
721,2010-02-01,2010,2,4194.83,0.5,17.4,4194.83,11155299.18,745040.66,730137.91,10926620.45,30422.412916666668,167126.13970000003,-31130.177383335307
722,2010-03-01,2010,3,4195.28,1.9,21.4,4195.28,11495036.34,765765.14,745040.66,11155299.18,117964.77116666667,200755.39045,-21016.998383332044
723,2010-04-01,2010,4,4195.37,2.48,29.3,4195.37,11564392.32,769819.57,765765.14,11495036.34,158258.12893333333,228740.7903,317642.9392333329
724,2010-05-01,2010,5,4195.45,2.8,38.0,4195.45,11626188.47,773513.59,769819.57,11564392.32,179624.5663333333,192315.0029,310143.4192333333
725,2010-06-01,2010,6,4195.6,0.96,36.4,4195.6,11742641.54,780179.94,773513.59,11626188.47,61881.0872,317555.17640000005,262983.1936000027
726,2010-07-01,2010,7,4195.2,0.14,0.0,4195.2,11434235.86,762086.9,780179.94,11742641.54,9102.0993,46145.532450000006,363653.31175000034
727,2010-08-01,2010,8,4194.5,1.7000000000000002,0.0,4194.5,10912014.75,729146.3,762086.9,11434235.86,107962.31083333335,45614.9462,675798.3670333326
728,2010-09-01,2010,9,4193.98,0.09,0.0,4193.98,10538982.51,705723.46,729146.3,10912014.75,5468.59725,48788.74455000001,427289.58180000074
729,2010-10-01,2010,10,4193.69,2.06,0.0,4193.69,10336009.45,694216.34,705723.46,10538982.51,121149.19396666666,95275.439,419397.6929666661
730,2010-11-01,2010,11,4193.74,2.64,3.1,4193.74,10370972.01,696154.8,694216.34,10336009.45,152727.5948,124590.3789,242355.41369999945
731,2010-12-01,2010,12,4194.11,3.04,13.1,4194.11,10631031.96,711678.36,696154.8,10370972.01,176359.21600000001,230514.43600000005,146813.70199999958
732,2011-01-01,2011,1,4194.66,0.64,30.6,4194.66,11029397.99,736816.15,711678.36,10631031.96,37956.1792,216737.045,-143672.8058000002
733,2011-02-01,2011,2,4194.99,1.07,36.5,4194.99,11275224.4,752544.25,736816.15,11029397.99,65699.44004166668,199397.288,19270.318041667342
734,2011-03-01,2011,3,4195.56,2.53,46.8,4195.56,11711438.19,778400.01,752544.25,11275224.4,158661.41270833332,483119.11150000006,205566.73420833424
735,2011-04-01,2011,4,4196.39,4.06,58.6,4196.39,12373897.68,819914.19,778400.01,11711438.19,263358.67005,760066.469265,360965.64931500144
736,2011-05-01,2011,5,4197.25,5.14,73.2,4197.25,13100459.45,870552.98,819914.19,12373897.68,351196.57804999995,1033305.0192250002,657939.8272750005
737,2011-06-01,2011,6,4198.28,1.2300000000000002,75.1,4198.28,14025348.23,924856.68,870552.98,13100459.45,89231.68045000001,1043107.21837,207450.11881999858
738,2011-07-01,2011,7,4198.33,0.5900000000000001,20.3,4198.33,14071928.12,927538.62,924856.68,14025348.23,45472.12010000001,513153.2685,512045.4986000024
739,2011-08-01,2011,8,4197.98,0.52,0.0,4197.98,13750392.25,909320.31,927538.62,14071928.12,40193.3402,267563.24075,629292.4509499986
740,2011-09-01,2011,9,4197.55,0.12,0.0,4197.55,13364025.42,887087.57,909320.31,13750392.25,9093.2031,244250.9669000001,639711.0
741,2011-10-01,2011,10,4197.52,1.59,0.0,4197.52,13337626.17,885589.29,887087.57,13364025.42,117539.103025,339162.63200000004,483100.9850249998
742,2011-11-01,2011,11,4197.65,1.62,0.0,4197.65,13453073.64,892225.19,885589.29,13337626.17,119554.55415000001,357206.53150000004,361313.61565000005
743,2011-12-01,2011,12,4197.83,0.03,5.5,4197.83,13614670.91,901444.18,892225.19,13453073.64,2230.562975,283091.0705000001,123724.36347500049
744,2012-01-01,2012,1,4198.02,1.79,7.9,4198.02,13786841.66,911345.31,901444.18,13614670.91,134465.4235166667,315148.3975,277443.0710166674
745,2012-02-01,2012,2,4198.46,1.12,15.4,4198.46,14192836.83,934360.37,911345.31,13786841.66,85058.8956,253515.102,-67421.17239999957
746,2012-03-01,2012,3,4198.59,0.59,23.3,4198.59,14314619.39,941057.46,934360.37,14192836.83,45939.38485833333,337200.95050000004,261357.77535833232
747,2012-04-01,2012,4,4198.68,2.3,28.4,4198.68,14399832.11,945614.78,941057.46,14314619.39,180369.34649999999,266322.95820000005,361479.5847000014
748,2012-05-01,2012,5,4198.54,0.72,27.5,4198.54,14267818.33,938417.22,945614.78,14399832.11,56736.8868,116209.89305,304960.55984999985
749,2012-06-01,2012,6,4198.05,0.0,0.0,4198.05,13814009.81,912886.59,938417.22,14267818.33,0.0,48462.26045000001,502270.7804499995
750,2012-07-01,2012,7,4197.43,0.73,0.0,4197.43,13258269.1,880888.03,912886.59,13814009.81,55533.934225,47119.03425,658393.6784750018
751,2012-08-01,2012,8,4196.86,0.29,0.0,4196.86,12765438.89,847247.13,880888.03,13258269.1,21288.12739166667,36461.8871,550580.2244916651
752,2012-09-01,2012,9,4196.44,0.55,0.0,4196.44,12414802.83,822777.97,847247.13,12765438.89,38832.160125,44962.3747,434430.59482500143
753,2012-10-01,2012,10,4196.13,1.53,0.0,4196.13,12162463.85,805078.18,822777.97,12414802.83,104904.191175,107575.1225,464818.2936750017
754,2012-11-01,2012,11,4196.16,1.66,0.9,4196.16,12186856.46,806559.5,805078.18,12162463.85,111369.14823333334,110984.75900000002,197961.29723333195
755,2012-12-01,2012,12,4196.29,1.38,7.6,4196.29,12292122.29,814254.69,806559.5,12186856.46,92754.3425,136889.86405,124378.37655000202
756,2013-01-01,2013,1,4196.4,1.52,15.8,4196.4,12381907.21,820447.55,814254.69,12292122.29,103138.9274,123518.4955,136872.5028999988
757,2013-02-01,2013,2,4196.58,0.68,20.0,4196.58,12530685.73,830986.94,820447.55,12381907.21,46492.02783333334,119818.4746,17531.982433333993
758,2013-03-01,2013,3,4196.85,0.7100000000000001,23.8,4196.85,12757167.52,846739.08,830986.94,12530685.73,49166.72728333333,186104.46604999996,8789.403333334252
759,2013-04-01,2013,4,4196.93,1.95,28.2,4196.93,12825151.21,851246.16,846739.08,12757167.52,137595.1005,201604.5268,271215.9372999985
