date,year,month,elevation_ft,monthly_precip_in,snow_water_equiv_in,volume_acft,SA_ac,SA_prior_month_ac,prior_month_vol_acft,precip_acft,total_inflow_cfs_acft,evaporation_acft,bear_river_acft,weber_river_acft,jordan_river_surplus_acft,jordan_river_1700_acft
1965-04-01,1965,4,4193.75,2.3,,10377771.96,696481.34,693539.52,10322118.34,132928.408,383349.0615,460623.8494999986,160068.45,54760.46800000001,10230.893,4091.9605
1965-05-01,1965,5,4194.15,2.02,,10659560.47,713338.97,696481.34,10377771.96,117241.02556666666,434376.5825,269829.0980666671,165582.58000000002,91578.19499999998,21384.1135,4589.8189999999995
1965-06-01,1965,6,4194.23,1.87,,10716822.03,716836.57,713338.97,10659560.47,111161.98949166668,343090.55705,396990.9865416698,122838.155,65477.318499999994,33568.754,7611.28455
1965-07-01,1965,7,4194.12,1.5,,10638331.38,712060.94,716836.57,10716822.03,89604.57125,108455.7965,276551.01774999686,40173.809,12890.766500000002,16246.848500000002,8967.4035
1965-08-01,1965,8,4193.8,2.08,,10412505.94,698397.63,712060.94,10638331.38,123423.89626666666,159548.77300000002,508798.10926666856,68892.90550000001,7965.736000000001,15064.6825,8259.294
1965-09-01,1965,9,4193.7,1.93,,10343129.82,694676.48,698397.63,10412505.94,112325.618825,244603.2365,426304.97532499954,104193.255,24248.2875,16234.9475,7902.264000000001
1965-10-01,1965,10,4193.77,0.39,,10391722.53,697256.48,694676.48,10343129.82,22576.9856,277001.7255,250986.00110000183,126249.775,21423.7835,10084.114,8703.598000000002
1965-11-01,1965,11,4193.83,1.13,,10433664.64,699554.58,697256.48,10391722.53,65658.31853333332,307517.87299999996,331234.0815333314,145509.56000000003,16026.68,6870.844000000001,7703.914000000001
1965-12-01,1965,12,4194.25,1.81,,10731180.43,717624.18,699554.58,10433664.64,105516.14915,306579.6774999999,114580.036650002,145331.045,14598.56,7039.4415,8203.756000000001
1966-01-01,1966,1,4194.55,0.41,,10948386.42,731404.31,717624.18,10731180.43,24518.82615,313026.05250000005,120338.8886500001,149873.26,10889.415,8122.4325,8231.525
1966-02-01,1966,2,4194.85,1.1900000000000002,,11170223.61,746059.29,731404.31,10948386.42,72530.92740833334,286381.69700000004,137075.43440833502,134302.785,5752.15,15155.923500000004,8868.2285
1966-03-01,1966,3,4195.27,1.21,,11487560.6,765243.23,746059.29,11170223.61,75227.64507500001,389331.2975,147221.952575,179367.905,21889.906,15782.7095,9068.562
1966-04-01,1966,4,4195.58,1.43,,11727031.08,779359.81,765243.23,11487560.6,91191.48490833332,323764.72150000004,175485.7264083326,158680.0,6251.992,7315.148,7767.386
1966-05-01,1966,5,4195.58,0.51,,11727031.08,779359.81,779359.81,11727031.08,33122.791925000005,190041.1185,223163.9104249999,86940.77200000001,7791.188000000001,15973.125499999998,9219.308
1966-06-01,1966,6,4195.27,0.07,,11487560.6,765243.23,779359.81,11727031.08,4546.2655583333335,32380.6375,276397.38305833377,7192.171,3790.4685,10367.7545,9467.2455
1966-07-01,1966,7,4194.73,0.3299999999999999,,11080962.63,740221.92,765243.23,11487560.6,21044.188824999994,27376.267000000003,455018.4258249998,6902.580000000001,1951.764,8231.525,8971.3705
1966-08-01,1966,8,4194.2,0.22,,10695491.68,715526.15,740221.92,11080962.63,13570.7352,26971.633,426013.3182000015,5454.625,2044.9885,9046.7435,9134.017500000002
1966-09-01,1966,9,4193.6,0.8300000000000001,,10273782.88,691046.42,715526.15,10695491.68,49490.55870833334,38676.266500000005,509875.6252083313,8574.6705,3445.3395,12587.291,9197.4895
1966-10-01,1966,10,4193.35,1.18,,10102092.12,682845.9,691046.42,10273782.88,67952.89796666667,81563.5035,321207.1614666674,30107.5465,6930.349000000001,10139.652,9612.041
1966-11-01,1966,11,4193.25,0.75,,10033883.8,680047.79,682845.9,10102092.12,42677.86875,111996.34400000004,222882.5327499993,48540.212,6872.8275,5660.909000000001,7158.4515
1966-12-01,1966,12,4193.35,0.8600000000000001,,10102092.12,682845.9,680047.79,10033883.8,48736.758283333336,135675.367,116203.80528333595,60457.079999999994,7511.5145,6216.289,7110.8475
1967-01-01,1967,1,4193.5,2.0500000000000003,,10204793.63,687465.07,682845.9,10102092.12,116652.84125000004,145926.09500000003,159877.42624999955,65217.480000000025,6755.8009999999995,5194.7865,8217.640500000001
1967-02-01,1967,2,4193.77,0.6699999999999999,,10391722.53,697256.48,687465.07,10204793.63,38383.46640833333,138688.3035,-9857.130091665313,62063.715,6704.2300000000005,5916.7805,7660.277
1967-03-01,1967,3,4193.95,1.94,,10517980.86,704453.98,697256.48,10391722.53,112723.13093333332,206783.842,193248.6429333333,97473.157,8844.426500000001,5004.3705,8035.1585
1967-04-01,1967,4,4194.08,2.08,,10609854.58,710289.54,704453.98,10517980.86,122105.35653333334,277122.719,307354.3555333335,133291.2,7553.168000000001,5785.8695,7852.6765
1967-05-01,1967,5,4194.35,2.15,,10803240.36,722129.5,710289.54,10609854.58,127260.20925,418054.361,351928.7902499996,181609.26,30559.7845,23813.901,6194.470499999999
1967-06-01,1967,6,4194.65,2.73,,11021845.12,736362.44,722129.5,10803240.36,164284.46125,518945.0885,464624.78975000046,205807.96,78677.51100000001,38547.339,7221.9235
1967-07-01,1967,7,4195.05,1.14,,11320133.75,755322.79,736362.44,11021845.12,69954.43179999999,110175.491,-118158.70720000006,48990.4665,6694.3125,14794.926500000003,8116.482
1967-08-01,1967,8,4194.52,0.07,,10926620.45,730137.91,755322.79,11320133.75,4406.049608333334,116943.19299999998,514862.54260833375,53647.7245,2691.6095,9508.899,9120.133
1967-09-01,1967,9,4194.05,0.73,,10588371.32,708924.22,730137.91,10926620.45,44416.722858333334,149397.22,532063.0728583336,66855.851,5190.8195000000005,13567.14,9798.49
1967-10-01,1967,10,4193.83,0.66,,10433664.64,699554.58,708924.22,10588371.32,38990.8321,234640.116,428337.6281000003,106817.4255,18990.029,9988.906,9258.978
1967-11-01,1967,11,4193.83,0.6599999999999999,,10433664.64,699554.58,699554.58,10433664.64,38475.5019,257315.488,295790.9899000004,120438.12,18492.1705,7523.415500000001,7104.897000000001
1967-12-01,1967,12,4193.9,1.64,,10482604.79,702385.85,699554.58,10433664.64,95605.7926,253255.26350000003,299920.9061000012,115717.39,22536.527,7860.610500000001,7394.488
1968-01-01,1968,1,4194.08,0.46,,10609854.58,710289.54,702385.85,10482604.79,26924.79091666667,243633.30500000005,143308.30591666512,117125.675,18416.7975,7241.758500000001,7142.5835
1968-02-01,1968,2,4194.3,2.32,,10766978.0,719915.15,710289.54,10609854.58,137322.6444,191955.19600000005,172154.4204000011,93363.345,6777.619500000001,8051.0265,6979.936499999999
1968-03-01,1968,3,4194.98,2.21,,11267510.1,752113.77,719915.15,10766978.0,132584.37345833334,307863.00200000004,-60084.724541665986,146937.68,10496.682,16695.1195,8019.290500000001
1968-04-01,1968,4,4195.35,2.82,,11548989.36,768997.64,752113.77,11267510.1,176746.73595,267461.0905,162728.56645000167,119803.4,12486.132500000003,21967.2625,9506.9155
1968-05-01,1968,5,4195.42,2.18,,11602792.48,772148.03,768997.64,11548989.36,139701.23793333335,167643.4365,253541.55443333276,63640.5975,27158.082,22397.682,5637.107
1968-06-01,1968,6,4195.5,1.5799999999999998,,11664767.55,775681.82,772148.03,11602792.48,101666.15728333332,291487.22599999997,331178.31328333355,107535.4525,51614.637,35578.0395,7628.540999999999
1968-07-01,1968,7,4195.32,0.09,,11525731.8,767565.84,775681.82,11664767.55,5817.613649999999,35750.60400000001,180603.96765,6958.1179999999995,5002.387000000001,12377.04,10056.345
1968-08-01,1968,8,4194.82,3.66,,11147661.88,744597.23,767565.84,11525731.8,234107.5812,109873.999,722051.5001999997,41629.698,11133.3855,17036.2815,9733.0345
1968-09-01,1968,9,4194.6,0.56,,10985235.51,733888.21,744597.23,11147661.88,34747.87073333334,62111.31900000001,259285.55973333493,19349.042500000003,7981.604,13019.694,9903.6155
1968-10-01,1968,10,4194.25,1.64,,10731180.43,717624.18,733888.21,10985235.51,100298.05536666664,173988.653,528341.7883666679,70198.04850000002,19890.538,12297.7,9411.7075
1968-11-01,1968,11,4194.42,1.32,,10853777.02,725318.43,717624.18,10731180.43,78938.65980000001,254707.1855,211049.2553000003,111363.6075,25474.0905,11073.8805,8638.1425
1968-12-01,1968,12,4194.62,2.27,,10999936.63,734912.22,725318.43,10853777.02,137206.069675,271352.7175,262399.17717499845,113515.70500000005,29766.384500000004,17480.5855,9451.3775
1969-01-01,1969,1,4195.0,1.69,,11282575.4,752944.33,734912.22,10999936.63,103500.13765,371285.4145,192146.78215000033,160127.955,39606.528,24111.426,9705.2655
1969-02-01,1969,2,4195.6,2.84,,11742641.54,780179.94,752944.33,11282575.4,178196.82476666666,299754.454,17885.138766668737,117423.2,39915.954,29806.0545,10082.1305
1969-03-01,1969,3,4196.18,0.57,,12203012.39,807465.9,780179.94,11742641.54,37058.54714999999,493566.206,70253.90314999782,172683.51,122481.125,35587.957,9826.259
1969-04-01,1969,4,4196.85,1.38,,12757167.52,846739.08,807465.9,12203012.39,92858.5785,623981.3310000001,162684.77950000204,253431.795,90665.785,39429.9965,7432.174500000001
1969-05-01,1969,5,4197.08,0.18,,12953417.59,860302.42,846739.08,12757167.52,12701.0862,347219.609,163670.62519999966,125537.69850000004,83308.9835,27223.5375,6960.101499999999
1969-06-01,1969,6,4196.8,2.83,,12714661.45,843685.72,860302.42,12953417.59,202887.98738333335,136651.24899999998,578295.3763833344,42661.118,22970.9135,30920.7815,7505.564
1969-07-01,1969,7,4196.6,1.51,,12547334.0,832173.88,843685.72,12714661.45,106163.78643333331,72203.367,345694.60343333334,27007.336000000003,8536.984,12468.281,9840.1435
1969-08-01,1969,8,4196.15,0.34,,12178589.78,805967.29,832173.88,12547334.0,23578.259933333335,35240.8445,427563.3244333342,7711.848,4381.5515000000005,11508.267,10246.761
1969-09-01,1969,9,4195.58,0.18,,11727031.08,779359.81,805967.29,12178589.78,12089.50935,47538.5445,511186.75385,13791.275500000002,5335.615000000001,11984.307,10393.54
1969-10-01,1969,10,4195.18,1.96,,11418987.47,761266.54,779359.81,11727031.08,127295.43563333334,158203.96000000002,593543.0056333337,61891.15049999999,18496.1375,15929.4885,11315.8675
1969-11-01,1969,11,4195.3,0.92,,11510374.79,766596.04,761266.54,11418987.47,58363.76806666668,206944.50550000003,173920.95356666856,84643.879,23321.993,13945.9885,10780.322499999998
1969-12-01,1969,12,4195.5,1.69,,11664767.55,775681.82,766596.04,11510374.79,107962.27563333334,230512.4525,184081.9681333322,101416.35499999998,11726.452,20043.2675,11920.835
1970-01-01,1970,1,4195.7,1.24,,11820964.87,784804.31,775681.82,11664767.55,80153.78806666666,275922.70149999997,199879.16956666857,121053.005,17028.3475,29107.8625,10956.854
1970-02-01,1970,2,4196.18,0.94,,12203012.39,807465.9,784804.31,11820964.87,61476.337616666664,199978.45350000003,-120592.7288833335,84397.925,6771.669000000002,31948.2345,8009.373000000001
1970-03-01,1970,3,4196.33,1.01,,12324764.72,816416.56,807465.9,12203012.39,67961.71325,208229.81350000005,154439.19675000012,84128.16900000001,8568.72,33903.9655,8261.2775
1970-04-01,1970,4,4196.35,3.25,,12341119.33,817448.7,816416.56,12324764.72,221112.81833333333,197606.1875,402364.3958333339,79736.7,14711.6195,23742.495000000003,7380.603499999999
1970-05-01,1970,5,4196.35,0.89,,12341119.33,817448.7,817448.7,12341119.33,60627.44525,322578.58849999995,383206.03375000134,125359.1835,49155.097,33640.16,5317.7635
1970-06-01,1970,6,4196.4,1.63,,12381907.21,820447.55,817448.7,12341119.33,111036.78175,259066.9185000001,329315.82024999894,96106.5255,44793.3805,33068.912000000004,8102.5975
1970-07-01,1970,7,4196.15,0.86,,12178589.78,805967.29,820447.55,12381907.21,58798.74108333334,37256.0805,299372.25158333406,6648.692000000001,4732.631,14354.5895,9689.3975
1970-08-01,1970,8,4195.6,0.57,,11742641.54,780179.94,805967.29,12178589.78,38283.446274999995,32180.304000000004,506411.9902749993,6265.8765,4189.152,10375.6885,9893.698
1970-09-01,1970,9,4195.18,2.8,,11418987.47,761266.54,780179.94,11742641.54,182041.986,98324.0785,604020.1344999988,24059.855,29998.454,16496.769500000002,10827.9265
1970-10-01,1970,10,4194.88,1.61,,11192463.69,747484.8,761266.54,11418987.47,102136.59411666667,172931.44749999998,501591.82161666825,68504.13949999999,26041.371500000005,14140.3715,8590.5385
1970-11-01,1970,11,4195.02,2.27,,11297658.68,753918.12,747484.8,11192463.69,141399.208,182587.1255,218791.3434999995,69799.365,22748.7615,10855.695500000002,9147.902
1970-12-01,1970,12,4195.38,2.8,,11571913.05,770358.02,753918.12,11297658.68,175914.22799999997,280280.45099999994,181940.3089999985,121092.675,25410.6185,18900.7715,10603.791
1971-01-01,1971,1,4195.73,1.06,,11844358.46,786035.49,770358.02,11571913.05,68048.29176666666,380395.63000000006,175998.51176666655,164888.355,33725.4505,25920.378,11258.346
1971-02-01,1971,2,4196.38,2.13,,12365494.73,819201.22,786035.49,11844358.46,139521.29947499998,363404.969,-18210.001524999738,151103.03000000003,32416.3405,28863.892,9201.4565
1971-03-01,1971,3,4196.75,1.01,,12672714.85,840830.77,819201.22,12365494.73,68949.43601666666,450413.18,212142.4960166663,178475.33,55895.02999999999,33870.24600000001,10778.339
1971-04-01,1971,4,4197.02,2.16,,12901862.23,856698.54,840830.77,12672714.85,151349.53860000003,655788.7370000001,577990.8955999985,255950.84,118018.25,31073.511,5387.186
1971-05-01,1971,5,4197.65,1.34,,13453073.64,892225.19,856698.54,12901862.23,95664.6703,800907.5474999999,345360.80779999867,334715.62500000006,103062.66,29623.5725,4919.08
1971-06-01,1971,6,4197.95,0.64,,13723331.09,907761.33,892225.19,13453073.64,47585.343466666665,807336.071,584663.9644666687,362524.295,49533.9455,34707.283,8657.9775
1971-07-01,1971,7,4197.9,0.94,,13677742.99,905185.46,907761.33,13723331.09,71107.97084999998,314719.9615,431416.03235,152352.63499999998,6053.642,13535.404,9213.3575
1971-08-01,1971,8,4197.4,2.15,,13231625.08,879251.73,905185.46,13677742.99,162179.06158333333,164386.52949999998,772683.501083333,71745.1785,6341.249500000001,14995.26,9419.6415
1971-09-01,1971,9,4197.05,1.75,,12927403.6,858479.83,879251.73,13231625.08,128224.210625,292371.867,724817.5576250013,136524.30500000002,17587.6945,14796.909999999998,10304.2825
1971-10-01,1971,10,4196.92,3.23,,12816425.41,850710.7,858479.83,12927403.6,231074.15424166663,379713.306,721765.6502416655,176610.84000000003,27445.6895,13118.869,10502.632500000002
1971-11-01,1971,11,4197.3,1.03,,13143891.63,873541.88,850710.7,12816425.41,73019.33508333332,369061.911,114615.02608333342,172723.18,24940.529,15100.385500000002,9082.4465
1971-12-01,1971,12,4197.62,1.35,,13426522.48,890651.1,873541.88,13143891.63,98273.4615,392610.023,208252.63450000063,181986.125,24063.822,20822.783,9834.193
1972-01-01,1972,1,4197.92,1.22,,13695873.95,906146.62,890651.1,13426522.48,90549.5285,433644.671,254842.7295000013,198032.64,35389.606999999996,27415.937,10397.507
1972-02-01,1972,2,4198.32,0.48,,14062420.37,926914.22,906146.62,13695873.95,36245.8648,390096.9285,59796.373300001025,166177.63000000003,41522.589,27709.495000000003,9871.8795
1972-03-01,1972,3,4198.8,1.1800000000000002,,14513327.2,951733.99,926914.22,14062420.37,91146.56496666669,580552.5985,220792.33346666768,226198.33999999997,102963.485,32297.3305,9873.863
1972-04-01,1972,4,4199.12,3.62,,14820639.9,966932.72,951733.99,14513327.2,287106.4203166667,647378.697,627172.4173166659,247778.82,129264.69500000002,35510.6005,2318.7115000000003
1972-05-01,1972,5,4199.55,0.14,,15240210.22,986042.85,966932.72,14820639.9,11280.881733333334,610547.0854999999,202257.64723333344,251606.975,83957.588,23498.5245,8544.918
1972-06-01,1972,6,4199.45,0.15,,15142218.2,981546.78,986042.85,15240210.22,12325.535625,421953.922,532271.4776250012,181728.27,32870.562,27564.6995,8316.8155
1972-07-01,1972,7,4199.08,0.06,,14781963.42,965105.85,981546.78,15142218.2,4907.7339,204633.728,569796.2418999989,97679.441,4815.938,12985.9745,8665.9115
1972-08-01,1972,8,4198.5,0.21,,14230286.54,936381.99,965105.85,14781963.42,16889.352375,130780.089,699346.3213750012,54113.847,5964.3845,15542.706,8562.7695
1972-09-01,1972,9,4198.02,1.36,,13786841.66,911345.31,936381.99,14230286.54,106123.2922,254217.261,803785.433199998,115977.2285,9032.859,16482.885000000002,10272.5465
1972-10-01,1972,10,4197.92,2.74,,13695873.95,906146.62,911345.31,13786841.66,208090.51245000004,291056.8065,590115.028950002,129661.39499999996,24377.215,13227.9615,9752.8695
1972-11-01,1972,11,4198.18,1.36,,13933479.89,919705.9,906146.62,13695873.95,102696.61693333334,322675.78,187766.45693333072,149000.52000000002,23415.2175,7838.792,9487.0805
1972-12-01,1972,12,4198.42,3.22,,14155469.77,932176.06,919705.9,13933479.89,246787.74983333336,314715.9945,339513.8643333353,146104.61,26279.3915,7416.306499999999,8665.9115
1973-01-01,1973,1,4198.7,1.49,,14418774.49,946698.07,932176.06,14155469.77,115745.19411666668,347957.47099999996,200397.94511666708,154117.95,35498.6995,14902.0355,8084.745999999999
1973-02-01,1973,2,4199.08,0.91,,14781963.42,965105.85,946698.07,14418774.49,71791.27030833333,334301.0735,42903.41380833275,140035.1,34362.154,24539.861999999997,8003.422500000001
1973-03-01,1973,3,4199.58,2.67,,15270080.99,987404.91,965105.85,14781963.42,214736.051625,475847.60049999994,202466.08212500063,201265.745,54689.062,29347.866,9431.5425
1973-04-01,1973,4,4200.17,1.64,,15863719.18,1033482.82,987404.91,15270080.99,134945.3377,472854.499,14161.64670000039,194085.475,59707.317,33013.373999999996,7592.838
1973-05-01,1973,5,4200.4,1.7399999999999998,,16102571.02,1043601.84,1033482.82,15863719.18,149855.0089,517927.5530000001,428930.7218999993,185734.94,121112.51,36964.506,7660.277
1973-06-01,1973,6,4200.4,0.19,,16102571.02,1043601.84,1043601.84,16102571.02,16523.6958,168938.662,185462.35780000128,54018.639,37615.094000000005,28522.73,11508.267000000002
1973-07-01,1973,7,4200.0,1.07,,15688788.29,1025501.15,1043601.84,16102571.02,93054.4974,104712.932,611550.1594000012,38735.7715,8354.502,18799.613,11208.7585
1973-08-01,1973,8,4199.58,1.16,,15270080.99,987404.91,1025501.15,15688788.29,99131.77783333333,39219.7455,557058.8233333323,7898.297,6035.7905,13430.278500000002,10421.309
1973-09-01,1973,9,4199.15,4.07,,14849459.11,968281.78,987404.91,15270080.99,334894.83197500004,215362.47950000004,970879.1914750002,84465.364,19537.475,19503.7555,10653.3785
1973-10-01,1973,10,4199.2,0.67,,14898211.77,970473.32,968281.78,14849459.11,54062.39938333334,260441.48399999997,265751.2233833317,106652.795,30232.507,13674.248999999998,11018.3425
1973-11-01,1973,11,4199.23,2.52,,14927137.87,971808.36,970473.32,14898211.77,203799.3972,245791.35300000003,420664.6502,96989.183,30405.0715,17189.011000000002,11097.6825
1973-12-01,1973,12,4199.4,2.26,,15092909.92,979291.94,971808.36,14927137.87,183023.9078,285838.218,303090.07579999976,116907.49,25011.935,21715.358000000004,11028.26
1974-01-01,1974,1,4199.62,1.8,,15309651.19,989189.03,979291.94,15092909.92,146893.791,340687.94350000005,270840.46449999884,138249.95,36200.8585,32828.9085,10927.1015
1974-02-01,1974,2,4199.95,1.65,,15638655.34,1004483.52,989189.03,15309651.19,136013.491625,312492.491,119501.8326249998,125991.92,31636.825,32694.030500000004,9506.9155
1974-03-01,1974,3,4200.38,0.97,,16081687.92,1042702.74,1004483.52,15638655.34,81195.7512,547634.4325,185797.60369999893,218740.38,72143.862,39840.581,7967.719499999999
1974-04-01,1974,4,4200.88,4.57,,16610824.32,1071887.51,1042702.74,16081687.92,397095.96015,541142.437,409101.9971500002,194422.67,104312.265,47691.274000000005,5113.463000000001
1974-05-01,1974,5,4201.2,0.3899999999999999,,16958159.36,1098709.07,1071887.51,16610824.32,34836.34407499999,592977.2424999999,280478.5465750024,207255.915,146124.445,41217.130000000005,3838.0725
1974-06-01,1974,6,4201.27,0.28,,17035002.02,1102287.16,1098709.07,16958159.36,25636.54496666667,369760.10299999994,318553.98796666786,149129.4475,40108.3535,29885.3945,9693.3645
1974-07-01,1974,7,4200.73,0.18,,16450747.69,1063547.62,1102287.16,17035002.02,16534.307399999998,111044.26400000002,711832.901399998,43323.607,4254.6075,14491.451,10855.695500000002
1974-08-01,1974,8,4200.02,0.32,,15709327.07,1026385.0,1063547.62,16450747.69,28361.269866666673,111480.634,881262.5238666646,45396.3645,3723.0295,13793.259,9294.681
1974-09-01,1974,9,4199.5,0.03,,15191158.1,983737.08,1026385.0,15709327.07,2565.9625,148294.394,669029.3265000004,62357.27300000001,5779.919000000001,14933.7715,10064.279
1974-10-01,1974,10,4199.2,2.03,,14898211.77,970473.32,983737.08,15191158.1,166415.52269999997,178104.4155,637466.2682000007,77179.9685,13384.658,13051.430000000002,10228.9095
1974-11-01,1974,11,4199.33,0.9,,15024637.08,976232.05,970473.32,14898211.77,72785.499,177699.7815,124059.97049999982,79726.7825,13690.116999999998,7842.759000000001,8082.762500000001
1974-12-01,1974,12,4199.4,1.34,,15092909.92,979291.94,976232.05,15024637.08,109012.57891666668,231581.559,272321.29791666754,105978.40499999998,14755.2565,8358.469000000001,7380.603499999999
1975-01-01,1975,1,4199.55,1.28,,15240210.22,986042.85,979291.94,15092909.92,104457.80693333334,250391.08950000003,207548.59643333405,111968.575,20582.7795,8453.677,6482.078
1975-02-01,1975,2,4199.73,1.24,,15418600.42,994149.68,986042.85,15240210.22,101891.0945,226107.09900000005,149607.99349999987,93978.23,24972.265000000007,18728.207,6563.401500000002
1975-03-01,1975,3,4200.08,3.44,,15771058.12,1029262.5,994149.68,15418600.42,284989.5749333334,364301.511,296833.385933334,154832.01,40017.1125,32241.792500000003,8197.8055
1975-04-01,1975,4,4200.52,2.46,,16228593.24,1052686.1,1029262.5,15771058.12,210998.8125,414097.2785,167560.97099999897,144240.12,96322.72699999998,36071.931,6749.8505000000005
1975-05-01,1975,5,4201.02,2.58,,16761531.83,1079054.27,1052686.1,16228593.24,226327.5115,700572.2000000002,393961.1215000022,254661.56500000003,164828.85,38299.4015,1727.6285
1975-06-01,1975,6,4201.45,1.81,,17234548.09,1112254.48,1079054.27,16761531.83,162757.35239166667,592050.9480000001,281792.0403916687,211262.585,114168.27650000002,62464.38199999999,4159.3995
1975-07-01,1975,7,4201.42,0.28,,17200898.41,1110818.05,1112254.48,17234548.09,25952.604533333335,253705.518,313307.80253333226,88384.76000000001,40624.0635,39683.8845,10415.3585
1975-08-01,1975,8,4200.9,0.1,,16632293.81,1072905.27,1110818.05,17200898.41,9256.817083333332,133295.16700000002,711156.5840833317,54546.25,7662.260499999999,16758.591500000002,9459.3115
1975-09-01,1975,9,4200.3,0.08,,15998327.28,1039305.06,1072905.27,16632293.81,7152.701800000001,183263.499,824382.730800001,79931.08300000001,8987.2385,16584.0435,10147.586
1975-10-01,1975,10,4199.95,1.91,,15638655.34,1004483.52,1039305.06,15998327.28,165422.72204999998,372223.61,897318.2720499989,160306.47,27852.307,23587.782000000003,10445.111
1975-11-01,1975,11,4200.15,1.71,,15843039.39,1032496.04,1004483.52,15638655.34,143138.90159999998,390711.8135,329466.66509999894,165463.57,35851.762500000004,28790.5025,10217.0085
1975-12-01,1975,12,4200.38,1.03,,16081687.92,1042702.74,1032496.04,15843039.39,88622.57676666667,344289.9795000001,194264.02626666613,132834.99500000002,37755.9225,35203.158,12960.189
1976-01-01,1976,1,4200.65,0.63,,16365749.35,1059314.44,1042702.74,16081687.92,54741.89385,319268.12700000004,89948.5908500012,125952.25,26987.501,38513.6195,12454.3965
1976-02-01,1976,2,4200.95,1.9,,16686316.33,1075491.28,1059314.44,16365749.35,167724.78633333332,332863.036,180020.84233333357,125833.24,39384.376,45789.0975,8677.8125
1976-03-01,1976,3,4201.35,1.9,,17123469.42,1106887.49,1075491.28,16686316.33,170286.11933333334,478687.9725,211821.00183333084,194978.05,50527.679,50975.95,9185.5885
1976-04-01,1976,4,4201.75,2.47,,17570549.34,1127771.84,1106887.49,17123469.42,227834.34169166663,619002.746,399757.16769166663,265967.515,57894.397999999994,49242.371,6628.857000000001
1976-05-01,1976,5,4202.15,0.99,,18025155.02,1147854.76,1127771.84,17570549.34,93041.17680000002,548943.5425,187379.03930000216,240043.17000000004,46755.062,33128.417,10236.8435
1976-06-01,1976,6,4202.12,1.24,,17991008.0,1144315.73,1147854.76,18025155.02,118611.65853333334,213125.09150000004,365883.77003333345,97923.41150000002,10645.4445,21221.4665,11268.2635
1976-07-01,1976,7,4201.7,1.55,,17514434.38,1125616.42,1144315.73,17991008.0,147807.44845833335,57567.1205,681948.188958332,16941.0735,6043.724499999999,14679.8835,10236.8435
1976-08-01,1976,8,4201.08,0.82,,16826712.17,1090869.7,1125616.42,17514434.38,76917.12203333332,83757.25450000001,848396.5865333304,30528.048499999997,6960.101499999999,14981.375500000002,10919.1675
1976-09-01,1976,9,4200.6,0.16,,16313053.64,1056770.48,1090869.7,16826712.17,14544.929333333332,141314.45750000002,669517.9168333337,62480.25,6833.157499999999,15340.389,10968.755000000005
1976-10-01,1976,10,4200.4,0.57,,16102571.02,1043601.84,1056770.48,16313053.64,50196.5978,216054.721,476733.9388000015,95572.964,13545.3215,10893.382,11028.26
1976-11-01,1976,11,4200.33,0.03,,16029809.18,1040607.85,1043601.84,16102571.02,2609.0046,213494.02250000005,288864.8671000004,97522.74450000002,10996.524,7757.468500000001,8427.8915
1976-12-01,1976,12,4200.35,0.08,,16050649.65,1041405.34,1040607.85,16029809.18,6937.385666666667,221021.405,207118.3206666652,102844.475,7352.8345,7182.253500000002,8294.997000000001
1977-01-01,1977,1,4200.48,0.76,,16186481.87,1050786.17,1041405.34,16050649.65,65955.67153333334,214517.5085,144640.9600333348,101555.2,4956.7665,6541.583000000001,7715.815
1977-02-01,1977,2,4200.55,0.64,,16259970.7,1054165.31,1050786.17,16186481.87,56041.929066666664,140596.43050000002,123149.52956666796,66508.7385,3112.1115,6136.9490000000005,6779.602999999999
1977-03-01,1977,3,4200.7,3.1,,16419093.4,1061992.09,1054165.31,16259970.7,272326.03841666674,168446.75400000002,281650.09241666645,80286.12950000001,2737.23,8669.8785,7370.686
1977-04-01,1977,4,4200.75,0.59,,16472048.76,1064499.26,1061992.09,16419093.4,52214.611091666666,100555.516,99814.76709166728,45574.8795,4022.538,6811.339000000001,6670.5105
1977-05-01,1977,5,4200.58,4.76,,16291908.06,1055708.87,1064499.26,16472048.76,422251.37313333334,89120.63850000002,691512.7116333302,32023.6075,11196.857500000002,14263.3485,7864.5775
1977-06-01,1977,6,4200.65,0.06,,16365749.35,1059314.44,1055708.87,16291908.06,5278.544350000001,35814.076,-32748.66964999959,8663.928,4964.700500000001,13454.0805,7273.4945
1977-07-01,1977,7,4200.1,0.61,,15791672.59,1030250.56,1059314.44,16365749.35,53848.484033333334,34040.827000000005,661966.0710333325,6450.342000000001,4435.106,12835.2285,9393.856000000002
1977-08-01,1977,8,4199.52,1.85,,15210861.76,984681.46,1030250.56,15791672.59,158830.29466666668,56753.8855,796395.0101666674,18250.1835,4909.1625,13281.516,9253.0275
1977-09-01,1977,9,4199.12,1.85,,14820639.9,966932.72,984681.46,15210861.76,151805.05841666667,88628.7305,630655.6489166655,34082.4805,5349.499500000001,11498.3495,9205.4235
1977-10-01,1977,10,4198.85,0.8300000000000001,,14561254.0,954273.06,966932.72,14820639.9,66879.51313333333,56220.324,382485.73713333346,21792.7145,8114.498500000001,7531.3495,6934.316000000001
1977-11-01,1977,11,4198.67,1.2,,14390138.33,945138.53,954273.06,14561254.0,95427.306,107529.502,374072.4780000001,49387.16650000001,7144.567,6581.253,6130.9985
