date,year,month,elevation_ft,monthly_precip_in,snow_water_equiv_in,volume_acft,SA_ac,SA_prior_month_ac,prior_month_vol_acft,precip_acft,total_inflow_cfs_acft,evaporation_acft,bear_river_acft,weber_river_acft,jordan_river_surplus_acft,jordan_river_1700_acft
1977-12-01,1977,12,4198.67,1.42,,14390138.33,945138.53,945138.53,14390138.33,111841.39271666668,123332.04649999998,235173.43921666592,57400.5065,4940.8985,6795.4710000000005,6253.9755000000005
1978-01-01,1978,1,4198.83,2.33,,14542161.82,953229.97,945138.53,14390138.33,183514.39790833337,147318.51200000002,178809.41990833357,68222.4825,5676.777,7017.6230000000005,6607.0385
1978-02-01,1978,2,4199.2,1.96,,14898211.77,970473.32,953229.97,14542161.82,155694.22843333334,157237.9955,-43117.72606666573,72895.6085,5220.572,7453.993000000001,6321.4145
1978-03-01,1978,3,4199.52,3.47,,15210861.76,984681.46,970473.32,14898211.77,280628.53503333335,286603.84900000005,254582.3940333333,129661.39499999996,19682.2705,14187.9755,5936.615500000001
1978-04-01,1978,4,4199.88,2.9,,15568146.35,1001121.39,984681.46,15210861.76,237964.68616666665,498987.1115,379667.2076666672,211718.79,62851.16449999999,23518.3595,5147.1825
1978-05-01,1978,5,4200.2,1.57,,15895026.19,1034869.34,1001121.39,15568146.35,130980.048525,520533.872,324634.08052499965,193986.3,110348.0555,33289.080500000004,5049.991
1978-06-01,1978,6,4200.23,0.06,,15925868.65,1036227.19,1034869.34,15895026.19,5174.3467,274248.6275,248580.51419999823,91508.7725,55190.8875,40088.518500000006,7699.947000000001
1978-07-01,1978,7,4199.73,0.06,,15418600.42,994149.68,1036227.19,15925868.65,5181.13595,42920.95650000001,555370.3224499989,8642.1095,4960.7335,18369.1935,9197.4895
1978-08-01,1978,8,4199.08,0.92,,14781963.42,965105.85,994149.68,15418600.42,76218.14213333334,44055.518500000006,756910.660633333,9909.566,6420.5895,16000.894500000002,8935.6675
1978-09-01,1978,9,4198.58,2.51,,14305432.71,940453.81,965105.85,14781963.42,201867.97362499996,89814.86349999999,768213.5471250005,27969.333500000004,14552.9395,17984.394500000002,9108.232
1978-10-01,1978,10,4198.5,0.0,,14230286.54,936381.99,940453.81,14305432.71,0.0,116058.552,191204.722000001,47534.57750000001,14053.097500000002,7965.736000000001,7846.725999999999
1978-11-01,1978,11,4198.4,1.73,,14136817.96,931209.92,936381.99,14230286.54,134995.070225,158086.93349999998,386550.58372499794,65971.21,19799.297,8459.6275,6726.048499999999
1978-12-01,1978,12,4198.52,0.5800000000000001,,14249041.66,937326.36,931209.92,14136817.96,45008.47946666667,168234.51950000005,101019.29896666856,72645.68750000001,17548.0245,9110.2155,6811.339000000001
1979-01-01,1979,1,4198.67,0.72,,14390138.33,945138.53,937326.36,14249041.66,56239.5816,156262.1135,71405.0251000002,69015.8825,16500.736500000003,7055.309499999999,6448.358499999999
1979-02-01,1979,2,4198.82,1.05,,14532389.94,952762.35,945138.53,14390138.33,82699.62137500002,175392.97100000002,115840.98237500152,71386.16500000001,10845.778,23611.584000000006,7993.505
1979-03-01,1979,3,4199.25,0.8,,14946602.03,972738.67,952762.35,14532389.94,63517.49,360352.3625000001,9657.762500001118,154951.02000000002,30853.3425,35816.0595,8550.8685
1979-04-01,1979,4,4199.8,1.04,,15488129.43,997331.67,972738.67,14946602.03,84304.01806666667,363847.2895000001,-93376.0924333334,147473.225,39523.221000000005,36750.288,7761.4355
1979-05-01,1979,5,4199.88,0.84,,15568146.35,1001121.39,997331.67,15488129.43,69813.2169,280056.31549999997,269852.6124000009,112028.08000000002,28851.991,31821.2905,6543.5665
1979-06-01,1979,6,4199.62,0.35,,15309651.19,989189.03,1001121.39,15568146.35,29199.373874999997,77691.7115,365386.24537499994,24994.083500000004,7208.039000000001,24958.380500000003,7378.62
1979-07-01,1979,7,4199.08,0.3999999999999999,,14781963.42,965105.85,989189.03,15309651.19,32972.967666666664,38356.923,599017.6606666669,9032.859,4476.7595,15417.7455,8368.3865
1979-08-01,1979,8,4198.5,0.63,,14230286.54,936381.99,965105.85,14781963.42,50668.057125,40610.179,642955.1161250006,9171.704,4552.1325,17853.483500000002,8076.812
1979-09-01,1979,9,4198.0,0.05,,13768606.34,910413.16,936381.99,14230286.54,3901.591625,37644.8465,503226.63812499866,9850.061,4887.344000000001,13202.176,8880.1295
1979-10-01,1979,10,4197.58,1.29,,13390903.02,888635.22,910413.16,13768606.34,97869.4147,105762.20350000002,581334.9382000007,43494.188,8846.41,11482.4815,9526.7505
1979-11-01,1979,11,4197.58,0.98,,13390903.02,888635.22,888635.22,13390903.02,72571.8763,135542.4725,208114.3487999998,58784.9895,9054.6775,7432.174500000001,7882.429
1979-12-01,1979,12,4197.62,0.55,,13426522.48,890651.1,888635.22,13390903.02,40729.11425,119668.522,124778.17624999955,53619.9555,5623.222499999999,7321.0985,7340.933500000001
1980-01-01,1980,1,4197.77,2.87,,13560619.89,898516.97,890651.1,13426522.48,213014.05475,301148.8545,380065.4992499985,150523.848,16391.644,9288.7305,7279.4450000000015
1980-02-01,1980,2,4198.3,2.25,,14043873.91,925946.42,898516.97,13560619.89,168471.931875,305365.77550000005,-9416.312625000252,128272.945,34584.306000000004,22802.316,8156.152000000001
1980-03-01,1980,3,4198.98,2.46,,14685595.6,960352.34,925946.42,14043873.91,189819.0161,297249.29349999997,-154653.38039999828,111317.987,43853.2015,33003.4565,9786.589
1980-04-01,1980,4,4199.25,0.89,,14946602.03,972738.67,960352.34,14685595.6,71226.13188333334,464291.7295000001,274511.43138333224,144755.83,129615.7745,33277.179500000006,8336.6505
1980-05-01,1980,5,4199.62,2.7,,15309651.19,989189.03,972738.67,14946602.03,218866.20075,782028.5945,637845.6352500003,288857.10500000004,166772.68000000002,44378.829000000005,9546.5855
1980-06-01,1980,6,4200.33,0.42,,16029809.18,1040607.85,989189.03,15309651.19,34621.61605,688248.7145,2712.340549999848,286869.63800000004,79080.1615,46118.3585,10724.7845
1980-07-01,1980,7,4200.25,1.34,,15946621.73,1037052.43,1040607.85,16029809.18,116201.20991666667,146100.643,345489.30291666463,59643.845,6436.4574999999995,22540.494,10651.395
1980-08-01,1980,8,4199.65,0.26,,15339134.53,990558.26,1037052.43,15946621.73,22469.46931666667,123264.6075,753221.276816668,51075.125,3512.7785000000003,12488.116000000002,10405.441
1980-09-01,1980,9,4199.25,0.72,,14946602.03,972738.67,990558.26,15339134.53,59433.495599999995,227822.8265,679788.8221000005,99413.02,9637.8265,13231.928500000002,10068.246
1980-10-01,1980,10,4199.05,1.74,,14752769.3,963700.57,972738.67,14946602.03,141047.10715,266633.97099999996,601513.808149999,115122.34,13848.797,19624.749000000003,10857.679
1980-11-01,1980,11,4199.05,1.17,,14752769.3,963700.57,963700.57,14752769.3,93960.805575,299056.26200000005,393017.0675750002,124861.325,18650.8505,25392.767000000003,10228.909500000002
1980-12-01,1980,12,4199.3,0.37,,14995102.65,974905.45,963700.57,14752769.3,29714.100908333337,303969.39149999997,91350.14240833372,122322.44499999998,22861.820999999996,32069.228,10760.4875
1981-01-01,1981,1,4199.58,0.64,,15270080.99,987404.91,974905.45,14995102.65,51994.95733333333,260860.00249999997,37876.61983333342,109883.9165,6993.821,33632.226,11127.435
1981-02-01,1981,2,4199.83,0.81,,15518344.68,998734.97,987404.91,15270080.99,66649.83142500001,180218.8265,-1395.0320749990642,67563.9605,5367.351000000001,31737.9835,9820.3085
1981-03-01,1981,3,4199.9,2.1100000000000003,,15588197.28,1002131.65,998734.97,15518344.68,175610.8988916667,192881.49050000004,298639.78939166665,68708.44,6954.151,37720.21950000001,11177.0225
1981-04-01,1981,4,4200.02,0.4499999999999999,,15709327.07,1026385.0,1002131.65,15588197.28,37579.93687499999,191266.92150000003,107717.06837499888,69692.25600000001,10556.187,30849.3755,9879.8135
1981-05-01,1981,5,4199.95,3.68,,15638655.34,1004483.52,1026385.0,15709327.07,314758.0666666667,217383.666,602813.4626666661,72007.0005,35177.372500000005,29986.553,9060.628
1981-06-01,1981,6,4200.1,1.03,,15791672.59,1030250.56,1004483.52,15638655.34,86218.1688,205934.904,139135.82279999927,73312.1435,38434.2795,29603.737500000003,8056.977000000001
1981-07-01,1981,7,4199.73,0.33,,15418600.42,994149.68,1030250.56,15791672.59,28331.8904,35377.706000000006,436781.7664000001,7993.505,4347.831999999999,12849.113,9009.057
1981-08-01,1981,8,4199.02,0.23,,14724087.36,962313.49,994149.68,15418600.42,19054.535533333335,32434.9854,746002.5809333343,6269.843500000001,4111.7955,12478.198500000002,8715.499000000002
1981-09-01,1981,9,4198.5,0.48,,14230286.54,936381.99,962313.49,14724087.36,38492.5396,40522.11160000001,572815.4712000005,10732.7185,5046.024,13823.0115,9540.635
1981-10-01,1981,10,4198.25,3.91,,13997823.91,923283.99,936381.99,14230286.54,305104.465075,133856.4975,671423.5925749987,53711.1965,9592.206,15852.132,9971.0545
1981-11-01,1981,11,4198.38,1.03,,14118186.93,930097.21,923283.99,13997823.91,79248.542475,125831.2565,84716.7789750006,53215.3215,8394.172,15453.4485,8400.1225
1981-12-01,1981,12,4198.42,1.89,,14155469.77,932176.06,930097.21,14118186.93,146490.31057499998,160328.2885,269535.759074999,67647.2675,8895.997500000001,19662.4355,9691.381
1982-01-01,1982,1,4198.65,1.08,,14371227.16,944042.91,932176.06,14155469.77,83895.84540000002,172171.767,40310.22240000032,62083.55,8469.545,22536.527,10240.8105
1982-02-01,1982,2,4198.83,0.53,,14542161.82,953229.97,944042.91,14371227.16,41695.228525,231297.91850000003,102058.48702500015,59604.17500000001,23474.722500000003,25198.384,10179.322
1982-03-01,1982,3,4199.32,2.39,,15014629.01,975828.35,953229.97,14542161.82,189851.63569166668,461957.1500000001,179341.59569166787,173080.21000000002,82434.26000000002,39152.3065,8253.343499999999
1982-04-01,1982,4,4199.95,1.63,,15638655.34,1004483.52,975828.35,15014629.01,132550.01754166666,620904.9225,129428.61004166678,204320.335,162746.17500000002,46433.73500000001,6297.612499999999
1982-05-01,1982,5,4200.4,1.86,,16102571.02,1043601.84,1004483.52,15638655.34,155694.9456,823255.6420000001,515034.9076000005,320731.95,124662.975,58665.9795,6277.7775
1982-06-01,1982,6,4200.7,0.66,,16419093.4,1061992.09,1043601.84,16102571.02,57398.1012,464059.66,204935.3811999988,175956.285,64263.41650000001,60230.961,11730.419
1982-07-01,1982,7,4200.4,2.57,,16102571.02,1043601.84,1061992.09,16419093.4,227443.30594166665,144898.642,688864.3279416673,42520.2895,18341.4245,38832.963,12761.839000000002
1982-08-01,1982,8,4200.08,0.56,,15771058.12,1029262.5,1043601.84,16102571.02,48701.4192,148377.701,528592.0201999992,62823.3955,6954.151,15560.5575,11099.666
1982-09-01,1982,9,4199.7,7.04,,15389008.76,992768.36,1029262.5,15771058.12,603834.0,305254.6995,1291138.0594999995,119922.41,22050.5695,32872.5455,11216.6925
1982-10-01,1982,10,4200.18,1.87,,15874318.64,1033922.92,992768.36,15389008.76,154706.4027666667,300643.062,-29960.415233332664,185655.6,37176.7405,66473.0355,11337.685999999998
1982-11-01,1982,11,4200.6,0.75,,16313053.64,1056770.48,1033922.92,15874318.64,64620.1825,296620.52400000003,-77494.29350000061,182343.15500000003,44537.509000000005,59132.102,10607.758000000002
1982-12-01,1982,12,4201.08,1.92,,16826712.17,1090869.7,1056770.48,16313053.64,169083.2768,318415.222,-26160.03120000288,193292.075,48990.4665,63624.7295,12507.951
1983-01-01,1983,1,4201.52,1.19,,17312346.12,1117462.37,1090869.7,16826712.17,108177.91191666666,309634.2675,-67821.77058333531,191844.12,38882.550500000005,66010.87999999999,12896.717
1983-02-01,1983,2,4202.02,1.36,,17876687.0,1139832.88,1117462.37,17312346.12,126645.73526666668,280008.71150000003,-157686.4332333319,169450.405,36113.5845,64820.780000000006,9623.942
1983-03-01,1983,3,4202.35,3.97,,18256105.46,1158484.3,1139832.88,17876687.0,377094.7111333334,423124.187,420800.4381333329,265947.68,68018.182,80054.06000000001,9104.265
1983-04-01,1983,4,4203.12,1.63,,19165753.44,1203355.17,1158484.3,18256105.46,157360.78408333333,449929.206,-302357.98991666734,228042.995,126606.805,86897.135,8382.271
1983-05-01,1983,5,4203.58,2.58,,19723370.58,1220714.91,1203355.17,19165753.44,258721.36154999997,728531.6160000002,429635.8375500031,379562.56,220565.2,123909.245,4494.611
1983-06-01,1983,6,4204.43,0.62,,20779425.96,1262669.97,1220714.91,19723370.58,63070.27034999999,906052.8825,-86932.22715000063,469990.325,251884.665,172346.315,11831.577500000005
1983-07-01,1983,7,4204.67,1.02,,21083705.02,1274953.64,1262669.97,20779425.96,107326.94745,441834.5425,244882.42995000255,257398.795,37027.978,132696.15,14711.619500000004
1983-08-01,1983,8,4204.38,2.64,,20715964.48,1261011.17,1274953.64,21083705.02,280489.80079999997,329092.4025,977322.7432999983,187202.73,25450.2885,101535.365,14904.018999999998
1983-09-01,1983,9,4204.35,1.03,,20678432.77,1258846.5,1261011.17,20715964.48,108236.79209166666,329499.0200000001,475267.5220916681,179189.39,57594.8895,79320.16500000001,13394.5755
1983-10-01,1983,10,4204.45,1.62,,20804709.98,1263264.65,1258846.5,20678432.77,169944.27750000003,406901.1405,450568.20800000057,260691.40500000003,42446.9,90546.775,13216.0605
1983-11-01,1983,11,4204.73,2.23,,21160330.94,1276846.39,1263264.65,20804709.98,234756.68079166664,409503.49250000005,288639.2132916637,261861.67000000004,38743.7055,96179.915,12718.202
1983-12-01,1983,12,4205.23,4.37,,21803203.07,1295096.51,1276846.39,21160330.94,464984.89369166666,507276.158,329388.9216916673,271382.47000000003,115848.301,107009.825,13035.562
1984-01-01,1984,1,4206.02,0.5,,22837892.05,1327441.0,1295096.51,21803203.07,53962.354583333334,450887.2365,-529839.3889166676,223738.79999999996,103975.07,111076.0,12097.366499999998
1984-02-01,1984,2,4206.4,0.95,,23344990.19,1342689.33,1327441.0,22837892.05,105089.07916666666,349433.195,-52575.865833334625,206779.87500000003,29205.054,103776.72,9671.546
1984-03-01,1984,3,4206.8,1.76,,23885620.22,1359473.7,1342689.33,23344990.19,196927.7684,489605.1565,145902.8949000016,313631.02,51569.0165,115717.39,8687.73
1984-04-01,1984,4,4207.42,4.43,,24733914.15,1376065.12,1359473.7,23885620.22,501872.37424999994,655094.5120000001,308672.95625000075,398088.45,118335.61000000002,130871.33000000002,7799.122
1984-05-01,1984,5,4208.05,1.17,,25607446.06,1395587.22,1376065.12,24733914.15,134166.3492,1710223.2875,970857.7267000003,590150.755,252797.075,185754.775,5147.1825
1984-06-01,1984,6,4208.8,1.86,,26657221.82,1403808.09,1395587.22,25607446.06,216316.0191,924586.7065,91126.96559999885,547485.67,169279.82400000002,196306.995,11514.2175
1984-07-01,1984,7,4209.0,1.72,,26938502.32,1406023.45,1403808.09,26657221.82,201212.4929,364043.656,283975.6488999985,207474.1,18049.85,122937.33,15582.376000000002
1984-08-01,1984,8,4208.65,1.49,,26446925.05,1401942.0,1406023.45,26938502.32,174581.24504166664,297273.09550000005,963431.6105416678,181093.55,12315.5515,93482.355,10381.639
1984-09-01,1984,9,4207.9,1.72,,25398452.3,1392935.99,1401942.0,26446925.05,200945.02,319724.332,1569142.101999998,203705.45,30789.870499999997,75273.825,9955.186500000002
1984-10-01,1984,10,4207.75,3.7,,25189952.8,1388545.35,1392935.99,25398452.3,429488.59691666666,648053.087,1286041.183916669,250337.5350000001,59534.752499999995,90031.065,15564.5245
1984-11-01,1984,11,4208.0,1.45,,25537970.17,1394528.26,1388545.35,25189952.8,167782.56312500002,622600.8150000002,442366.0081249997,266046.85500000004,14917.9035,91360.01,13247.7965
1984-12-01,1984,12,4208.2,0.8,,25817455.34,1397371.03,1394528.26,25537970.17,92968.55066666666,572293.3044999999,385776.68516666815,233398.445,32886.43,92986.48,11637.1945
1985-01-01,1985,1,4208.55,0.91,,26306640.13,1400939.04,1397371.03,25817455.34,105967.30310833332,514436.593,131219.10610833392,175004.205,84737.1035,83386.34000000001,17944.7245
1985-02-01,1985,2,4208.8,0.85,,26657221.82,1403808.09,1400939.04,26306640.13,99233.182,440098.98,188750.4719999991,149754.25000000003,68422.816,75452.34000000003,15241.214000000002
1985-03-01,1985,3,4209.1,1.8,,27079308.83,1407647.37,1403808.09,26657221.82,210571.2135,587250.8780000001,375735.08150000125,227150.42,71106.4915,96239.42,9975.0215
1985-04-01,1985,4,4209.5,0.64,,27642961.07,1411225.57,1407647.37,27079308.83,75074.52640000002,1075695.6870000002,587117.9733999968,431887.29,153245.21000000002,103380.02,9881.797
1985-05-01,1985,5,4209.8,2.95,,28066442.11,1413748.08,1411225.57,27642961.07,346926.28595833335,644671.2194999999,568116.4654583372,216082.49,134897.83500000002,114804.98,12827.294500000004
1985-06-01,1985,6,4209.7,1.3,,27925658.88,1412945.22,1413748.08,28066442.11,153156.04200000002,204092.2325,498031.50450000167,42498.471000000005,27118.412,82634.5935,14630.296
1985-07-01,1985,7,4209.25,0.85,,27290420.97,1408990.28,1412945.22,27925658.88,100083.61975,179268.73,914590.2597500012,65749.058,7412.339500000001,52685.727000000006,13525.4865
1985-08-01,1985,8,4208.75,0.03,,26587316.97,1403319.63,1408990.28,27290420.97,3522.4757,155010.525,861637.000699997,75511.845,6791.503999999999,33031.22550000001,12613.0765
1985-09-01,1985,9,4208.3,1.98,,25956701.71,1398528.54,1403319.63,26587316.97,231547.73895,249768.2705,1111931.2694499977,103433.5745,15635.9305,37394.9255,14580.7085
1985-10-01,1985,10,4208.17,1.61,,25775161.44,1396904.49,1398528.54,25956701.71,187635.91245000003,318635.3905,687811.5729500018,123234.855,20390.38,49775.9325,14455.748
1985-11-01,1985,11,4208.15,2.63,,25747198.18,1396690.45,1396904.49,25775161.44,306154.90072499996,352755.5575,686873.7182250023,142165.379,15146.006,58431.92650000001,13269.615
1985-12-01,1985,12,4208.4,1.42,,26096740.86,1399515.8,1396690.45,25747198.18,165275.03658333333,383311.37500000006,199043.7315833345,148068.275,26049.3055,69085.30499999998,14116.5695
1986-01-01,1986,1,4208.7,0.8600000000000001,,26517445.86,1402463.85,1399515.8,26096740.86,100298.63233333334,383271.7050000001,62865.33733333275,142216.95,29197.120000000003,68833.40050000002,15584.3595
1986-02-01,1986,2,4209.0,1.28,,26938502.32,1406023.45,1402463.85,26517445.86,149596.14400000003,869369.2400999999,597908.9241000004,331363.51,133215.82700000002,87789.71,15032.1531
1986-03-01,1986,3,4209.85,2.32,,28137554.14,1414145.95,1406023.45,26938502.32,271831.20033333334,1003818.60575,76597.98608333245,371430.21,215348.59500000003,60841.879,3908.48675
1986-04-01,1986,4,4210.45,4.55,,28987673.71,1419031.75,1414145.95,28137554.14,536197.0060416666,1212715.0736,898792.5096416697,418736.685,216538.695,163579.245,1867.6636
1986-05-01,1986,5,4211.2,3.39,,30054149.05,1424674.37,1419031.75,28987673.71,400876.469375,1384628.9856,719030.1149749979,488952.585,245239.94,187024.215,2764.2056
1986-06-01,1986,6,4211.43,0.42,,30381978.94,1426179.65,1424674.37,30054149.05,49863.60295,1052065.8548,774099.5677499995,395390.89,82908.3165,165106.54,10571.6583
1986-07-01,1986,7,4211.0,0.85,,29769066.09,1423366.01,1426179.65,30381978.94,101021.05854166666,536124.182,1250058.0905416682,208604.695,10786.273,101991.57,13257.714000000004
1986-08-01,1986,8,4210.7,1.32,,29342664.08,1420885.31,1423366.01,29769066.09,156570.2611,367522.715,950494.9861000032,139420.215,10524.451,80014.39,12722.168999999998
1986-09-01,1986,9,4210.45,2.75,,28987673.71,1419031.75,1420885.31,29342664.08,325619.55020833336,481772.91004999995,1162382.8302583322,189820.95,27959.416,81184.655,11512.829049999998
1986-10-01,1986,10,4210.45,0.39,,28987673.71,1419031.75,1419031.75,28987673.71,46118.531875,538129.5005000001,584248.0323750004,202812.875,52663.908500000005,85092.15,12539.687000000002
1986-11-01,1986,11,4210.6,1.17,,29200474.62,1420137.98,1419031.75,28987673.71,138355.595625,543875.7000000001,469430.3856249973,210429.515,38757.59,85310.335,10730.735000000002
1986-12-01,1986,12,4210.7,0.1,,29342664.08,1420885.31,1420137.98,29200474.62,11834.483166666669,494165.22300000006,363810.2461666688,181966.29,38682.217,87432.68000000001,10365.771
1987-01-01,1987,1,4210.95,1.53,,29698183.62,1423033.59,1420885.31,29342664.08,181162.877025,387179.2,212822.53702499715,138190.445,28935.298,83465.68000000001,9286.747
1987-02-01,1987,2,4211.15,1.41,,29982505.78,1424333.18,1423033.59,29698183.62,167206.446825,354447.48300000007,237331.76982500032,124960.5,20543.10950000001,74440.755,7697.963500000001
1987-03-01,1987,3,4211.35,1.52,,30267791.8,1425697.22,1424333.18,29982505.78,180415.53613333337,382430.70100000006,277560.21713333577,118855.287,52489.3605,81779.705,7884.412499999999
1987-04-01,1987,4,4211.5,0.7899999999999999,,30481576.31,1426610.24,1425697.22,30267791.8,93858.40031666664,233416.29650000003,113490.18681667,72258.905,26047.322000000004,50722.062,9387.9055
1987-05-01,1987,5,4211.35,2.41,,30267791.8,1425697.22,1426610.24,30481576.31,286510.8898666667,200603.256,700898.6558666639,77120.4635,9429.559,44872.7205,7561.102000000001
1987-06-01,1987,6,4211.2,0.19,,30054149.05,1424674.37,1425697.22,30267791.8,22573.53931666667,121866.24,358082.52931666374,62097.4345,6515.797500000001,21080.638,7249.692499999999
1987-07-01,1987,7,4210.65,0.7899999999999999,,29271213.32,1420493.31,1424674.37,30054149.05,93791.06269166668,84354.288,961081.0806916654,35562.171500000004,3899.561,21927.5925,8535.0005
1987-08-01,1987,8,4210.1,0.36,,28491341.36,1416161.92,1420493.31,29271213.32,42614.7993,94531.6265,917018.3858000004,47344.1615,4254.6075,20995.3475,8148.218000000001
1987-09-01,1987,9,4209.5,0.05,,27642961.07,1411225.57,1416161.92,28491341.36,5900.674666666666,82069.296,936350.2606666648,39503.386,5034.123,16790.327500000003,8596.489
1987-10-01,1987,10,4209.05,1.18,,27008544.32,1406605.87,1411225.57,27642961.07,138770.51438333333,99480.459,872667.7233833335,38517.5865,6430.507,15639.8975,7648.376000000001
1987-11-01,1987,11,4209.0,1.1700000000000002,,26938502.32,1406023.45,1406605.87,27008544.32,137144.07232500004,129677.263,336863.33532499894,57557.20300000001,6357.117499999999,13166.473000000002,6458.275999999999
1987-12-01,1987,12,4208.97,1.1,,26896627.7,1405740.35,1406023.45,26938502.32,128885.48291666668,146342.63,317102.73291666806,63055.465,5075.7765,11781.990000000003,6722.0815
1988-01-01,1988,1,4209.0,1.06,,26938502.32,1406023.45,1405740.35,26896627.7,124173.73091666668,153622.075,235921.1859166659,69680.35500000001,4494.611,12452.413,5559.7505
1988-02-01,1988,2,4209.07,0.13,,27036706.74,1406841.31,1406023.45,26938502.32,15231.920708333331,140273.12,57300.62070833519,63162.57400000001,4734.614500000001,10760.4875,6372.9855
1988-03-01,1988,3,4209.1,0.94,,27079308.83,1407647.37,1406841.31,27036706.74,110202.56928333332,177225.725,244826.20428333431,67526.274,4504.5285,12377.04,5666.8595
1988-04-01,1988,4,4209.0,1.84,,26938502.32,1406023.45,1407647.37,27079308.83,215839.26340000005,190846.4195,547492.1928999983,90368.26,3554.432,14781.042,5446.690999999999
1988-05-01,1988,5,4208.9,2.16,,26797809.98,1405067.89,1406023.45,26938502.32,253084.221,94856.92050000002,488633.48149999976,39396.277,2749.1310000000003,24355.396500000003,7315.148000000001
1988-06-01,1988,6,4208.55,0.03,,26306640.13,1400939.04,1405067.89,26797809.98,3512.6697249999997,36214.743,530897.2627250031,8600.456,2195.7345,14378.3915,9231.209
1988-07-01,1988,7,4207.85,0.04,,25329105.12,1391740.54,1400939.04,26306640.13,4669.7968,33225.6085,1015430.4152999969,7630.5245,1723.6615,12224.3105,9879.8135
1988-08-01,1988,8,4207.15,0.22,,24363226.54,1369014.73,1391740.54,25329105.12,25515.243233333335,34808.4415,1026202.2647333367,6436.4574999999995,2011.269,14293.101,10242.794
1988-09-01,1988,9,4206.65,0.07,,23682177.94,1354386.62,1369014.73,24363226.54,7985.919258333333,49075.757000000005,738110.2762583308,14806.827500000005,3590.135,14227.6455,8997.155999999999
1988-10-01,1988,10,4206.15,0.01,,23010651.15,1332896.09,1354386.62,23682177.94,1128.655516666667,78068.5765,750724.0220166668,40219.429500000006,1683.9915,11726.452,7231.840999999999
1988-11-01,1988,11,4205.9,2.17,,22679019.03,1318741.02,1332896.09,23010651.15,241032.04294166667,95412.3005,668076.4634416662,38515.603,2687.6425,10145.6025,6202.4045
1988-12-01,1988,12,4205.9,0.62,,22679019.03,1318741.02,1318741.02,22679019.03,68134.9527,106537.752,174672.70470000058,44400.64750000001,2568.6325,10193.2065,6033.807000000001
1989-01-01,1989,1,4205.9,0.5599999999999999,,22679019.03,1318741.02,1318741.02,22679019.03,61541.247599999995,110679.3,172220.5476000011,47008.95,2173.9159999999997,6668.526999999999,9532.701
1989-02-01,1989,2,4205.9,1.5699999999999998,,22679019.03,1318741.02,1318741.02,22679019.03,172535.28345,103495.063,276030.346450001,43398.98,2267.1405,6093.312000000001,11250.412
1989-03-01,1989,3,4206.0,1.77,,22811323.8,1326722.78,1318741.02,22679019.03,194514.30045,279137.955,341347.48544999957,124325.78000000004,11908.934,8602.4395,11165.1215
1989-04-01,1989,4,4206.1,0.46,,22944313.12,1331035.7,1326722.78,22811323.8,50857.706566666675,300996.12500000006,218864.51156666505,135611.89500000002,14596.5765,9346.252,9617.9915
1989-05-01,1989,5,4206.1,1.83,,22944313.12,1331035.7,1331035.7,22944313.12,202982.94425,174970.4855,377953.4297499992,78951.234,11385.29,20783.113,12890.766500000002
1989-06-01,1989,6,4205.75,0.22,,22481679.22,1313742.6,1331035.7,22944313.12,24402.321166666665,55252.376,542288.5971666686,15191.626500000002,2608.3025,17647.1995,13307.3015
1989-07-01,1989,7,4205.25,0.3899999999999999,,21829137.01,1296023.48,1313742.6,22481679.22,42696.63449999999,39523.221,734762.0654999986,11196.857500000002,2031.104,12117.2015,12581.340500000002
1989-08-01,1989,8,4204.65,0.9,,21058187.53,1274237.47,1296023.48,21829137.01,97201.761,45201.98150000001,913353.2225,12123.152,2786.8175,11762.155,12700.3505
1989-09-01,1989,9,4204.25,0.49,0.0,20552641.56,1254844.73,1274237.47,21058187.53,52031.36335833333,48942.8625,606520.195858337,10522.4675,5089.661,12900.684,10205.1075
1989-10-01,1989,10,4203.74,1.82,0.0,19919555.45,1229191.13,1254844.73,20552641.56,190318.11738333333,71338.03206666667,894742.2594499998,26088.9755,9187.572000000002,11149.2535,8941.618
1989-11-01,1989,11,4203.7,0.73,1.9,19870376.12,1226320.37,1229191.13,19919555.45,74775.79374166665,131609.19199999998,255564.3157416657,55950.56800000001,9971.0545,8531.033500000001,8132.349999999999
1989-12-01,1989,12,4203.7,0.13,9.4,19870376.12,1226320.37,1226320.37,19870376.12,13285.137341666668,136129.5885,149414.7258416675,63027.696,5113.463,8213.673499999999,7973.670000000001
1990-01-01,1990,1,4203.71,0.57,11.0,19882360.69,1228110.87,1226320.37,19870376.12,58250.217574999995,156756.00499999998,203021.6525749974,77751.21650000001,4222.8715,8045.076000000001,7969.703000000001
1990-02-01,1990,2,4203.75,0.35,19.2,19931560.89,1229516.3,1228110.87,19882360.69,35819.900375,116758.7275,103378.42787500098,50775.6165,4510.479,4706.8455,9528.734000000002
1990-03-01,1990,3,4203.95,2.17,25.4,20178597.1,1239691.9,1229516.3,19931560.89,222337.53091666667,157158.65550000002,132459.97641666606,68668.77,4790.1525,9588.239,6985.886999999999
1990-04-01,1990,4,4203.89,1.14,32.7,20104284.54,1235673.51,1239691.9,20178597.1,117770.73049999998,119503.8915,311587.18200000376,54621.62299999999,4966.684,10702.966,6797.4545
