date,"Bear River (primary, near Corinne)",Bear River (upstream gap-fill),Weber River (near Plain City),Jordan River (Surplus Canal),Jordan River (1700 South),TOTAL_INFLOW_cfs
1957-10-01,,1292.0967741935483,156.16129032258064,163.48387096774192,164.8709677419355,1776.6129032258063
1957-11-01,,1364.3333333333333,253.3,109.63333333333334,141.43333333333334,1868.7
1957-12-01,,1210.8064516129032,473.80645161290323,100.48387096774194,134.5483870967742,1919.6451612903224
1958-01-01,,1210.967741935484,390.5483870967742,107.29032258064517,126.3225806451613,1835.1290322580644
1958-02-01,,1832.142857142857,546.6428571428571,202.67857142857142,99.42857142857143,2680.8928571428573
1958-03-01,,1604.3870967741937,855.5806451612904,243.90322580645162,72.0,2775.8709677419356
1958-04-01,,2687.0,1779.6666666666667,368.56666666666666,69.33333333333333,4904.566666666667
1958-05-01,,2213.5806451612902,1470.774193548387,470.2258064516129,47.12903225806452,4201.709677419354
1958-06-01,,280.73333333333335,47.53333333333333,415.6,88.76666666666667,832.6333333333333
1958-07-01,,68.03225806451613,35.03225806451613,87.09677419354838,211.5483870967742,401.7096774193549
1958-08-01,,373.5483870967742,37.32258064516129,97.29032258064517,239.1290322580645,747.2903225806451
1958-09-01,,561.7333333333333,52.8,181.46666666666667,238.0,1034.0
1958-10-01,,682.5806451612904,79.58064516129032,122.90322580645162,197.06451612903226,1082.1290322580646
1958-11-01,,1056.8666666666666,226.26666666666668,84.6,182.53333333333333,1550.2666666666664
