date,"Bear River (primary, near Corinne)_acft",Bear River (upstream gap-fill)_acft,Weber River (near Plain City)_acft,Jordan River (Surplus Canal)_acft,Jordan River (1700 South)_acft,TOTAL_INFLOW_cfs_acft
1975-01-01,111968.57500000001,102903.97999999998,20582.7795,8453.677,6482.078,250391.08950000003
1975-02-01,93978.23000000001,81864.9955,24972.265000000007,18728.207000000002,6563.401500000002,226107.09900000005
1975-03-01,154832.01,129012.79049999999,40017.112499999996,32241.792500000003,8197.8055,364301.511
1975-04-01,144240.12,130712.65,96322.72699999998,36071.931000000004,6749.8505000000005,414097.2785
1975-05-01,254661.56500000003,241054.755,164828.85,38299.4015,1727.6285,700572.2000000002
1975-06-01,211262.58500000002,199996.30500000002,114168.27650000002,62464.38199999999,4159.3995,592050.9480000001
1975-07-01,88384.76000000001,74597.45150000001,40624.0635,39683.8845,10415.3585,253705.518
1975-08-01,54546.25,44868.753500000006,7662.260499999999,16758.591500000002,9459.3115,133295.16700000002
1975-09-01,79931.08300000001,67613.54800000001,8987.2385,16584.0435,10147.586000000001,183263.49899999998
1975-10-01,160306.47,150031.94,27852.307,23587.782000000003,10445.111,372223.61000000004
1975-11-01,165463.57,150388.97,35851.762500000004,28790.5025,10217.0085,390711.8135
1975-12-01,132834.99500000002,125535.715,37755.9225,35203.158,12960.189,344289.9795000001
1976-01-01,125952.25000000001,115360.36000000003,26987.501,38513.6195,12454.3965,319268.12700000004
1976-02-01,125833.24,113178.51,39384.376000000004,45789.0975,8677.8125,332863.036
1976-03-01,194978.05000000002,173020.70500000002,50527.679000000004,50975.95,9185.5885,478687.97250000003
1976-04-01,265967.515,239269.605,57894.397999999994,49242.371,6628.857000000001,619002.746
1976-05-01,240043.17000000004,218780.05000000002,46755.062,33128.417,10236.843499999999,548943.5425
1976-06-01,97923.41150000002,72066.5055,10645.444500000001,21221.466500000002,11268.263500000001,213125.09150000004
1976-07-01,16941.0735,9665.5955,6043.724499999999,14679.8835,10236.843499999999,57567.1205
1976-08-01,30528.048499999997,20368.5615,6960.101499999999,14981.375500000002,10919.1675,83757.25450000001
1976-09-01,62480.25,45691.906,6833.157499999999,15340.389000000001,10968.755000000003,141314.45750000002
1976-10-01,95572.96399999999,85014.7935,13545.3215,10893.382,11028.26,216054.72100000002
1976-11-01,97522.74450000002,88789.39400000001,10996.524000000001,7757.468500000001,8427.8915,213494.02250000005
1976-12-01,102844.475,95346.84500000002,7352.8345,7182.253500000002,8294.997000000001,221021.405
1977-01-01,101555.2,93748.14400000003,4956.7665,6541.583000000001,7715.8150000000005,214517.5085
1977-02-01,66508.7385,58059.0285,3112.1115,6136.9490000000005,6779.602999999999,140596.43050000002
1977-03-01,80286.12950000001,69382.83,2737.23,8669.8785,7370.686,168446.75400000002
1977-04-01,45574.8795,37476.248999999996,4022.538,6811.339000000001,6670.5105,100555.51599999999
1977-05-01,32023.6075,23772.2475,11196.857500000002,14263.3485,7864.5775,89120.63850000002
1977-06-01,8663.928,1457.8725000000002,4964.700500000001,13454.0805,7273.4945,35814.076
1977-07-01,6450.342000000001,926.2945,4435.106,12835.2285,9393.856000000002,34040.827000000005
1977-08-01,18250.1835,11059.996000000001,4909.1625,13281.516,9253.0275,56753.885500000004
1977-09-01,34082.4805,28492.9775,5349.499500000001,11498.3495,9205.423499999999,88628.7305
1977-10-01,21792.714500000002,11847.445500000002,8114.498500000001,7531.3495,6934.316000000001,56220.324
1977-11-01,49387.16650000001,38285.517,7144.567,6581.253,6130.9985,107529.502
1977-12-01,57400.5065,47941.195,4940.8985,6795.4710000000005,6253.9755000000005,123332.04649999998
1978-01-01,68222.4825,59794.591000000015,5676.777,7017.6230000000005,6607.0385,147318.51200000002
1978-02-01,72895.6085,65346.40750000001,5220.572,7453.993000000001,6321.4145,157237.9955
1978-03-01,129661.39499999996,117135.5925,19682.270500000002,14187.975499999999,5936.615500000001,286603.84900000005
1978-04-01,211718.79,195751.615,62851.16449999999,23518.359500000002,5147.1825,498987.1115
1978-05-01,193986.30000000002,177860.445,110348.0555,33289.080500000004,5049.991,520533.87200000003
1978-06-01,91508.7725,79760.50200000001,55190.887500000004,40088.518500000006,7699.947000000001,274248.6275
1978-07-01,8642.1095,1751.4305000000002,4960.7335,18369.1935,9197.4895,42920.95650000001
1978-08-01,9909.566,2788.801,6420.5895,16000.894500000002,8935.6675,44055.518500000006
1978-09-01,27969.333500000004,20199.964,14552.939499999999,17984.394500000002,9108.232,89814.86349999999
1978-10-01,47534.57750000001,38658.415,14053.097500000002,7965.736000000001,7846.725999999999,116058.55200000001
1978-11-01,65971.21,57130.7505,19799.297000000002,8459.6275,6726.048499999999,158086.93349999998
1978-12-01,72645.68750000001,62119.253000000004,17548.0245,9110.2155,6811.339000000001,168234.51950000005
1979-01-01,69015.8825,57241.82649999999,16500.736500000003,7055.309499999999,6448.358499999999,156262.1135
1979-02-01,71386.16500000001,61555.939000000006,10845.778,23611.584000000006,7993.505,175392.97100000002
1979-03-01,154951.02000000002,130181.072,30853.3425,35816.0595,8550.8685,360352.36250000005
1979-04-01,147473.225,132339.12,39523.221000000005,36750.288,7761.4355000000005,363847.2895000001
1979-05-01,112028.08000000002,100811.3875,28851.991,31821.2905,6543.5665,280056.31549999997
1979-06-01,24994.083500000004,13152.5885,7208.039000000001,24958.380500000003,7378.62,77691.7115
1979-07-01,9032.859,1061.1725000000001,4476.7595,15417.745499999999,8368.3865,38356.923
1979-08-01,9171.704,956.047,4552.1325,17853.483500000002,8076.812,40610.179000000004
1979-09-01,9850.061,825.1360000000001,4887.344000000001,13202.176000000001,8880.1295,37644.8465
1979-10-01,43494.188,32412.3735,8846.41,11482.4815,9526.7505,105762.20350000002
1979-11-01,58784.9895,52388.202,9054.6775,7432.174500000001,7882.429,135542.4725
1979-12-01,53619.9555,45763.312,5623.222499999999,7321.0985,7340.933500000001,119668.52200000001
1980-01-01,150523.848,117665.18699999999,16391.644,9288.7305,7279.4450000000015,301148.8545
1980-02-01,128272.945,111550.0565,34584.306000000004,22802.316,8156.152000000001,305365.77550000005
1980-03-01,111317.98700000001,99288.0595,43853.2015,33003.4565,9786.589,297249.29349999997
1980-04-01,144755.83,148306.295,129615.7745,33277.179500000006,8336.6505,464291.7295000001
1980-05-01,288857.10500000004,272473.395,166772.68000000002,44378.829000000005,9546.5855,782028.5945
1980-06-01,286869.63800000004,265455.772,79080.1615,46118.3585,10724.7845,688248.7145
1980-07-01,59643.845,46828.4515,6436.4574999999995,22540.494,10651.395,146100.643
1980-08-01,51075.125,45783.147000000004,3512.7785000000003,12488.116000000002,10405.441,123264.60750000001
1980-09-01,99413.02,95471.8055,9637.826500000001,13231.928500000002,10068.246,227822.82650000002
1980-10-01,115122.34,107180.406,13848.797,19624.749000000003,10857.679,266633.97099999996
1980-11-01,124861.32500000001,119922.41,18650.8505,25392.767000000003,10228.909500000002,299056.26200000005
1980-12-01,122322.44499999998,115955.41,22861.820999999996,32069.228,10760.487500000001,303969.39149999997
1981-01-01,109883.9165,99222.604,6993.821,33632.226,11127.435000000001,260860.00249999997
1981-02-01,67563.9605,65729.223,5367.351000000001,31737.9835,9820.308500000001,180218.82650000002
1981-03-01,68708.44,68321.65750000002,6954.151,37720.21950000001,11177.022500000001,192881.49050000004
1981-04-01,69692.25600000001,70289.28949999998,10556.187,30849.3755,9879.8135,191266.92150000003
1981-05-01,72007.0005,71152.11200000001,35177.372500000005,29986.553,9060.627999999999,217383.666
1981-06-01,73312.1435,56527.76650000001,38434.2795,29603.737500000003,8056.977000000001,205934.904
1981-07-01,7993.505,1178.199,4347.831999999999,12849.113000000001,9009.057,35377.706000000006
1981-08-01,6269.843500000001,859.6489,4111.7955,12478.198500000002,8715.499000000002,32434.9854
1981-09-01,10732.7185,1379.7226,5046.024,13823.0115,9540.635,40522.11160000001
1981-10-01,53711.1965,44729.908500000005,9592.206,15852.132000000001,9971.0545,133856.4975
1981-11-01,53215.3215,40368.192,8394.172,15453.4485,8400.1225,125831.2565
1981-12-01,67647.2675,54431.207,8895.997500000001,19662.4355,9691.381000000001,160328.2885
1982-01-01,62083.55,68841.3345,8469.545,22536.527000000002,10240.810500000001,172171.767
1982-02-01,59604.17500000001,112841.31500000002,23474.722500000003,25198.384000000002,10179.322,231297.91850000003
1982-03-01,173080.21000000002,159037.03,82434.26000000002,39152.3065,8253.343499999999,461957.1500000001
1982-04-01,204320.335,201107.065,162746.17500000002,46433.73500000001,6297.612499999999,620904.9225
1982-05-01,320731.95,312916.96,124662.97499999999,58665.9795,6277.7775,823255.6420000001
1982-06-01,175956.285,151878.5785,64263.41650000001,60230.961,11730.419,464059.66000000003
1982-07-01,42520.2895,32442.126,18341.4245,38832.962999999996,12761.839000000002,144898.642
1982-08-01,62823.3955,51939.931000000004,6954.151,15560.557499999999,11099.666000000001,148377.701
1982-09-01,119922.41,119192.48199999999,22050.5695,32872.5455,11216.692500000001,305254.6995
1982-10-01,185655.6,,37176.7405,66473.0355,11337.685999999998,300643.062
1982-11-01,182343.15500000003,,44537.509000000005,59132.102,10607.758000000002,296620.52400000003
1982-12-01,193292.075,,48990.4665,63624.7295,12507.951000000001,318415.222
1983-01-01,191844.12,,38882.550500000005,66010.87999999999,12896.716999999999,309634.2675
1983-02-01,169450.405,,36113.584500000004,64820.780000000006,9623.942000000001,280008.71150000003
1983-03-01,265947.68,,68018.182,80054.06000000001,9104.265,423124.187
1983-04-01,228042.99500000002,,126606.805,86897.135,8382.271,449929.206
1983-05-01,379562.56,,220565.2,123909.24500000001,4494.611,728531.6160000002
1983-06-01,469990.325,,251884.665,172346.315,11831.577500000003,906052.8825000001
1983-07-01,257398.795,,37027.978,132696.15,14711.619500000003,441834.5425
1983-08-01,187202.73,,25450.2885,101535.365,14904.018999999998,329092.4025
1983-09-01,179189.39,,57594.8895,79320.16500000001,13394.5755,329499.0200000001
1983-10-01,260691.40500000003,,42446.9,90546.775,13216.060500000001,406901.1405
1983-11-01,261861.67000000004,,38743.705500000004,96179.915,12718.202,409503.49250000005
1983-12-01,271382.47000000003,,115848.30099999999,107009.825,13035.562,507276.158
1984-01-01,223738.79999999996,,103975.07,111076.00000000001,12097.366499999998,450887.2365
1984-02-01,206779.87500000003,,29205.054,103776.72,9671.546,349433.195
1984-03-01,313631.02,,51569.0165,115717.39000000001,8687.73,489605.15650000004
1984-04-01,398088.45,,118335.61000000002,130871.33000000002,7799.122,655094.5120000001
1984-05-01,590150.755,676373.5,252797.07499999998,185754.775,5147.1825,1710223.2875
1984-06-01,547485.67,,169279.82400000002,196306.995,11514.2175,924586.7065000001
1984-07-01,207474.1,,18049.850000000002,122937.32999999999,15582.376000000002,364043.65599999996
1984-08-01,181093.55,,12315.5515,93482.355,10381.639000000001,297273.09550000005
1984-09-01,203705.45,,30789.870499999997,75273.825,9955.186500000002,319724.332
1984-10-01,250337.53500000006,232585.21,59534.752499999995,90031.065,15564.5245,648053.087
1984-11-01,266046.85500000004,237028.25000000003,14917.9035,91360.01,13247.7965,622600.8150000002
1984-12-01,233398.445,201384.755,32886.43,92986.48,11637.194500000001,572293.3044999999
1985-01-01,175004.205,153364.22,84737.1035,83386.34000000001,17944.7245,514436.593
1985-02-01,149754.25000000003,131228.36,68422.816,75452.34000000003,15241.214000000002,440098.98
1985-03-01,227150.41999999998,182779.525,71106.4915,96239.42000000001,9975.0215,587250.8780000001
1985-04-01,431887.29000000004,377301.37000000005,153245.21000000002,103380.02,9881.797,1075695.6870000002
1985-05-01,216082.49,166058.62,134897.83500000002,114804.98,12827.294500000004,644671.2194999999
1985-06-01,42498.471000000005,37210.46000000001,27118.412,82634.5935,14630.296,204092.2325
1985-07-01,65749.058,39896.119000000006,7412.339500000001,52685.727000000006,13525.4865,179268.73
1985-08-01,75511.845,27062.874,6791.503999999999,33031.22550000001,12613.076500000001,155010.525
1985-09-01,103433.57449999999,78723.1315,15635.9305,37394.9255,14580.7085,249768.2705
1985-10-01,123234.85500000001,110778.47499999999,20390.38,49775.9325,14455.748000000001,318635.3905
1985-11-01,142165.379,123742.63100000001,15146.006000000001,58431.92650000001,13269.615,352755.5575
1985-12-01,148068.275,125991.92,26049.3055,69085.30499999998,14116.5695,383311.37500000006
1986-01-01,142216.95,127439.875,29197.120000000003,68833.40050000002,15584.3595,383271.7050000001
1986-02-01,331363.51,301968.04,133215.82700000002,87789.71,15032.153100000001,869369.2400999999
1986-03-01,371430.21,352289.435,215348.59500000003,60841.879,3908.48675,1003818.60575
1986-04-01,418736.685,411992.78500000003,216538.695,163579.245,1867.6636,1212715.0736
1986-05-01,488952.585,460648.04000000004,245239.94,187024.215,2764.2056,1384628.9856
1986-06-01,395390.89,398088.45,82908.3165,165106.54,10571.658300000001,1052065.8548
1986-07-01,208604.695,201483.93000000002,10786.273000000001,101991.57,13257.714000000004,536124.182
1986-08-01,139420.215,124841.49,10524.451000000001,80014.39,12722.168999999998,367522.715
1986-09-01,189820.95,171295.06,27959.416,81184.655,11512.829049999998,481772.91004999995
1986-10-01,202812.875,185020.88,52663.908500000005,85092.15,12539.687000000002,538129.5005000001
1986-11-01,210429.515,198647.52500000002,38757.590000000004,85310.335,10730.735000000002,543875.7000000001
1986-12-01,181966.29,175718.26499999998,38682.217000000004,87432.68000000001,10365.770999999999,494165.22300000006
1987-01-01,138190.445,127301.03000000001,28935.298,83465.68000000001,9286.747,387179.2
1987-02-01,124960.50000000001,126805.15500000001,20543.109500000006,74440.755,7697.963500000001,354447.48300000007
1987-03-01,118855.28700000001,121421.936,52489.3605,81779.705,7884.412499999999,382430.70100000006
1987-04-01,72258.905,75000.10200000001,26047.322000000004,50722.062,9387.9055,233416.29650000005
1987-05-01,77120.4635,61619.41099999999,9429.559,44872.7205,7561.102000000001,200603.25600000002
1987-06-01,62097.434499999996,24922.6775,6515.797500000001,21080.638,7249.692499999999,121866.24
1987-07-01,35562.171500000004,14429.962500000001,3899.561,21927.592500000002,8535.0005,84354.288
1987-08-01,47344.1615,13789.292000000001,4254.6075,20995.3475,8148.218000000001,94531.62650000001
1987-09-01,39503.386,12144.9705,5034.123,16790.327500000003,8596.489,82069.296
1987-10-01,38517.5865,31244.092,6430.507,15639.8975,7648.376000000001,99480.459
1987-11-01,57557.20300000001,46138.1935,6357.117499999999,13166.473000000002,6458.275999999999,129677.26299999999
1987-12-01,63055.465000000004,59707.316999999995,5075.7765,11781.990000000003,6722.0815,146342.63
1988-01-01,69680.35500000001,61434.945499999994,4494.611,12452.413,5559.7505,153622.075
1988-02-01,63162.57400000001,55242.4585,4734.614500000001,10760.4875,6372.9855,140273.12
1988-03-01,67526.274,87151.02299999999,4504.5285,12377.039999999999,5666.8595,177225.725
1988-04-01,90368.26000000001,76695.99450000002,3554.4320000000002,14781.042000000001,5446.690999999999,190846.4195
1988-05-01,39396.277,21040.968,2749.1310000000003,24355.396500000003,7315.148000000001,94856.92050000002
1988-06-01,8600.456,1808.952,2195.7345,14378.3915,9231.209,36214.743
1988-07-01,7630.5245,1767.2985,1723.6615,12224.310500000001,9879.8135,33225.6085
1988-08-01,6436.4574999999995,1824.82,2011.2690000000002,14293.101,10242.794,34808.4415
1988-09-01,14806.827500000003,7453.993000000001,3590.135,14227.6455,8997.155999999999,49075.757000000005
1988-10-01,40219.429500000006,17206.8625,1683.9915,11726.452000000001,7231.840999999999,78068.5765
1988-11-01,38515.603,37861.048,2687.6425,10145.6025,6202.4045,95412.30050000001
1988-12-01,44400.64750000001,43341.4585,2568.6325,10193.2065,6033.807000000001,106537.752
1989-01-01,47008.95,45295.206,2173.9159999999997,6668.526999999999,9532.701000000001,110679.29999999999
1989-02-01,43398.98,40485.2185,2267.1405,6093.312000000001,11250.412,103495.06300000001
1989-03-01,124325.78000000003,123135.68000000001,11908.934000000001,8602.4395,11165.1215,279137.955
1989-04-01,135611.89500000002,131823.41,14596.576500000001,9346.252,9617.9915,300996.12500000006
1989-05-01,78951.234,50960.082,11385.29,20783.113,12890.766500000002,174970.4855
1989-06-01,15191.626500000002,6497.946000000001,2608.3025000000002,17647.1995,13307.3015,55252.376
1989-07-01,11196.857500000002,1596.7175000000002,2031.104,12117.2015,12581.340500000002,39523.221
1989-08-01,12123.152,5829.506500000001,2786.8175,11762.155,12700.3505,45201.98150000001
1989-09-01,10522.4675,10224.942500000001,5089.661,12900.684000000001,10205.1075,48942.8625
1989-10-01,26088.9755,15970.613066666669,9187.572000000002,11149.253499999999,8941.618,71338.03206666667
1989-11-01,55950.56800000001,49024.186,9971.0545,8531.033500000001,8132.349999999999,131609.19199999998
1989-12-01,63027.696,51801.086,5113.463,8213.673499999999,7973.670000000001,136129.5885
1990-01-01,77751.21650000001,58767.138,4222.8715,8045.076000000001,7969.703000000001,156756.00499999998
1990-02-01,50775.616500000004,47237.052500000005,4510.479,4706.8455,9528.734000000002,116758.7275
1990-03-01,68668.77,67125.607,4790.1525,9588.239,6985.886999999999,157158.65550000002
1990-04-01,54621.62299999999,42415.164,4966.684,10702.966,6797.4545,119503.8915
1990-05-01,18240.266,9941.302000000001,7200.1050000000005,13940.038,8104.581000000001,57426.29200000001
1990-06-01,17377.4435,9524.767,4819.905000000001,16998.595,13039.529,61760.23950000001
1990-07-01,7539.2835,1241.671,5696.612,10518.5005,11299.9995,36296.0665
1990-08-01,6541.583000000001,1086.9579999999999,5224.539000000001,10639.494,10074.1965,33566.7705
1990-09-01,9530.7175,2580.5335,4928.9974999999995,11296.032500000003,8715.499,37051.780000000006
1990-10-01,24623.169,21112.374000000003,6793.4875,9643.777,8410.04,70582.8475
1990-11-01,43752.043,45199.99800000001,8213.6735,8142.267500000001,7765.4025,113073.38449999999
1990-12-01,39842.5645,37755.9225,4341.8814999999995,9897.665,6200.421,98038.45449999999
1991-01-01,45047.268500000006,41786.3945,3479.0589999999997,7408.3725,7265.5605,104986.65500000001
1991-02-01,48813.935000000005,44130.891500000005,3970.967,7973.670000000001,6367.035,111256.4985
1991-03-01,56148.918,48786.166,4462.875,8291.03,7830.858,125519.84699999998
1991-04-01,61280.2325,62381.075,4254.6075,11569.755500000003,6968.0355,146453.706
1991-05-01,92107.7895,86258.448,8685.7465,24063.822,9865.929,220981.73500000002
1991-06-01,90687.6035,81936.4015,20697.8225,35443.1615,15358.240500000002,244123.22950000002
1991-07-01,5650.9915,1370.5985,3953.1155000000003,10306.266000000001,12285.799,33566.770500000006
1991-08-01,6047.691500000001,1322.9945,5488.3445,12097.366499999998,12817.377,37773.774
1991-09-01,27376.267,21278.988,10774.372,17341.7405,11149.2535,87920.621
1991-10-01,13366.806499999999,8380.2875,9366.087,13243.829499999998,10714.867,55071.877499999995
1991-11-01,42536.1575,42331.857,11551.904,12220.3435,9048.727,117688.989
1991-12-01,52473.4925,53090.361,10272.5465,9439.4765,8886.080000000002,134161.9565
1992-01-01,44212.215,45521.325000000004,6928.3655,8294.997000000001,8332.683500000001,113289.58600000002
1992-02-01,46354.395000000004,61555.939000000006,10704.949500000002,8957.486,8489.38,136062.1495
1992-03-01,57707.949,66000.96250000001,5115.4465,9046.7435,9048.727,146919.82849999997
1992-04-01,37954.27250000001,39844.548,6440.424499999999,8824.5915,8023.257500000001,101087.094
1992-05-01,4417.2545,1535.229,6718.114500000001,17123.555500000002,8312.8485,38107.002
1992-06-01,4615.6045,1416.219,5170.9845000000005,12456.380000000003,7170.3525,30829.540500000003
1992-07-01,4974.618,1562.998,4893.2945,10722.801,9832.2095,31985.921
1992-08-01,3395.752,1505.4765,5155.1165,8921.783,8124.416,27102.543999999998
1992-09-01,3701.2110000000002,1415.808620689655,6089.344999999999,8283.096,6412.655500000001,25902.116120689654
1992-10-01,5881.0775,4948.8325,6303.563,8314.832,5956.4505,31404.755500000003
1992-11-01,39658.099,40372.15900000001,8501.281,11109.5835,6400.7545,106041.87700000001
1992-12-01,39303.052500000005,39023.379,4808.004,10562.1375,4623.5385,98320.11150000001
1993-01-01,38122.87,40233.314000000006,4538.2480000000005,14598.560000000001,3332.28,100825.27200000001
1993-02-01,40165.875,43726.2575,6414.639,15280.884000000002,3697.244,109284.89950000001
1993-03-01,138714.089,135112.053,15259.0655,19184.412,5508.1795,313777.79900000006
1993-04-01,136226.78000000003,136618.07045454546,23681.0065,18523.9065,5571.651500000001,320621.41495454544
1993-05-01,238753.89500000005,241969.5452,114100.83750000002,67135.5245,4769.722449999999,666729.52465
1993-06-01,147937.364,126809.122,72566.3475,52646.057,6157.5774,406116.4679
1993-07-01,28645.707000000002,20596.664,8632.192,25359.0475,10764.4545,93998.06499999999
1993-08-01,18293.820499999998,9729.0675,6515.7975000000015,14533.1045,10058.3285,59130.11850000001
1993-09-01,20890.222,13108.951500000001,7860.6105,15181.709,8673.845500000001,65715.33850000001
1993-10-01,60790.308,47508.792,15913.6205,15639.8975,9377.988000000001,149230.606
1993-11-01,56113.215000000004,56252.060000000005,11135.369,11494.382499999998,7334.983000000001,142330.00950000001
1993-12-01,62254.13100000001,64453.832500000004,7307.214000000001,9889.731,8552.852,152457.76050000003
1994-01-01,69331.25899999999,61553.95550000001,6851.009,7737.633500000001,9443.4435,154917.3005
1994-02-01,65189.711,61432.962,8971.3705,8622.274500000001,7594.821500000001,151811.13950000002
1994-03-01,100384.935,97988.867,31694.346500000003,10133.701500000001,7697.963499999999,247899.8135
1994-04-01,95485.69,100761.8,50902.5605,16655.4495,7961.769000000001,271767.26900000003
1994-05-01,25535.579,21100.473,30286.061500000003,23143.478,7640.442000000001,107706.03350000002
1994-06-01,8013.34,6273.8105000000005,5986.2029999999995,17496.453500000003,8068.878,45838.685000000005
1994-07-01,4443.040000000001,1557.0475000000001,4264.525000000001,11048.095000000001,8001.439,29314.146500000003
1994-08-01,4522.38,1358.6975,4643.3735,12462.330500000002,7124.732,30111.513500000005
1994-09-01,6123.0645,1729.6119999999999,5698.595500000001,10687.098,6605.055,30843.425000000003
1994-10-01,34574.3885,34508.933000000005,10667.262999999999,13539.371,7571.019500000001,100860.97500000002
1994-11-01,36972.44,33134.3675,11526.1185,11024.293000000001,6515.797500000001,99173.01650000001
1994-12-01,32882.462999999996,29591.8365,10421.309,8788.888500000001,7221.9235,88906.42050000001
1995-01-01,68627.1165,63328.03095833334,10107.916,9780.638500000001,7307.214000000001,159150.91595833335
1995-02-01,69323.32500000001,67837.68350000001,11861.33,11855.379500000001,6162.337800000002,167040.05580000003
1995-03-01,141542.56,132735.81999999998,58632.259999999995,19973.844999999998,6882.745,359767.23000000004
1995-04-01,104213.09,104282.51250000001,36714.585,21316.6745,4675.1095,271201.9715
1995-05-01,163678.42,149582.60096153847,81680.53000000001,36551.938,6561.418000000001,438054.9069615385
1995-06-01,182886.63400000002,169424.6195,121410.035,102398.1875,3330.8915500000003,579450.3675500001
1995-07-01,18712.339,14505.3355,33203.79,72748.8295,7255.643,146425.937
1995-08-01,7039.4415,1725.6450000000002,6999.771500000001,20868.4035,7047.375499999999,43680.637
1995-09-01,14027.312,11833.561000000002,8812.6905,16927.189,8552.851999999999,60153.6045
1995-10-01,40362.2415,35141.6695,11139.336,16046.515,7210.022500000001,109899.78450000002
1995-11-01,65411.86300000001,63007.861,11817.693,10695.032,6230.173500000001,157162.62249999997
1995-12-01,65967.243,63620.762500000004,19485.904,12940.354,4637.423000000001,166651.68650000004
1996-01-01,61135.437,51967.7,28772.651,36885.166000000005,7319.114999999999,186080.06900000002
1996-02-01,83013.44200000001,60831.9615,68551.7435,51221.904,9623.942000000001,273242.99299999996
1996-03-01,113733.89000000001,97302.57600000002,75934.33050000001,64092.83549999998,8757.152500000002,359820.78449999995
1996-04-01,165661.92,150567.48500000002,74934.6465,62180.741500000004,7545.234,460890.02700000006
1996-05-01,164152.4765,158531.2375,25261.856000000003,64610.529,6999.771500000001,419555.8705000001
1996-06-01,148425.30500000002,131109.35,23871.4225,64477.6345,9320.4665,377204.17850000004
1996-07-01,15669.650000000001,10399.4905,7612.673000000002,19825.0825,8419.9575,61926.85350000001
1996-08-01,8043.092500000001,2717.395,6696.296,14376.408000000001,6644.725,38477.9165
1996-09-01,25964.015,20939.8095,11163.138,16463.050000000003,6557.451,81087.46350000001
1996-10-01,43272.036,24391.0995,16346.0235,12640.8455,7336.9665,103986.97099999999
1996-11-01,64967.559,56400.8225,17530.173000000003,10583.956,7017.6230000000005,156500.1335
1996-12-01,127896.08,111972.542,27227.5045,21812.5495,8126.3994999999995,297035.07550000004
1997-01-01,169490.075,143528.0435,48661.205500000004,49210.635,7795.155000000001,418685.114
1997-02-01,105085.83,95446.02000000002,33582.6385,55460.6435,8439.792500000001,298014.9245
1997-03-01,163797.43000000002,157787.425,74918.7785,68986.13,8364.4195,473854.1830000001
1997-04-01,228578.54,214158.495,83679.89800000002,66790.39550000001,7787.2210000000005,600994.5495
1997-05-01,342332.265,320771.62,120457.955,94727.993,8695.664,886985.4970000001
1997-06-01,293915.02999999997,269041.94,97163.731,107089.16500000001,10288.4145,777498.2805000001
1997-07-01,86597.62649999998,71638.0695,8775.004,43071.7025,9080.463000000002,219162.86549999996
1997-08-01,96893.975,82733.7685,10667.262999999999,19890.538,7703.914,217889.4585
1997-09-01,110566.2405,93525.992,13396.559,18948.375500000002,7690.0295,244127.1965
1997-10-01,151162.535,123968.75000000003,10097.9985,20858.486,7715.8150000000005,313803.5845
1997-11-01,163638.75,144616.98500000002,12196.541500000001,55038.157999999996,10074.196500000002,385564.63100000005
1997-12-01,146659.99,109148.038,26305.176999999996,47324.3265,10887.4315,340324.96300000005
1998-01-01,177662.095,151539.4,29012.654500000004,54782.286499999995,10302.299,423298.73500000004
1998-02-01,154217.125,135116.02,16348.007,59253.0955,8582.6045,373516.852
1998-03-01,205054.23,192716.86,47209.2835,77594.52,9685.4305,532260.324
1998-04-01,241669.64,229471.11500000002,119109.175,82493.765,8959.469500000001,681703.1645000002
1998-05-01,322318.75,300480.41500000004,129443.20999999999,95227.835,7932.016500000001,855402.2265
1998-06-01,251487.965,224591.70500000002,128790.63850000002,126011.75499999999,8336.6505,739218.714
1998-07-01,77961.46750000001,75136.9635,27233.454999999998,94910.47499999999,9943.2855,285185.64650000003
1998-08-01,54355.834,47611.934,9336.3345,41407.546,9786.589,162498.2375
1998-09-01,85635.62900000002,82773.4385,12803.492499999998,25055.572,8897.981,215166.113
1998-10-01,141859.92,134362.29,24571.598,25271.7735,9826.259,335891.84050000005
1998-11-01,150865.01,145231.87,17972.493500000004,59241.19450000001,10607.758000000002,383918.326
1998-12-01,157807.26,127437.8915,16859.75,58695.732,10697.0155,371497.64900000003
1999-01-01,144815.335,121727.395,16034.614,64197.960999999996,10460.979,357236.28400000004
1999-02-01,142931.01,131882.915,36637.228500000005,59743.020000000004,9328.400500000002,380522.574
1999-03-01,173457.075,166475.155,63704.0695,65495.170000000006,10236.843499999999,479368.31299999997
1999-04-01,171771.1,167347.89500000002,32319.149,71191.782,10032.543,452662.46900000004
1999-05-01,297445.66,288559.58,157450.23,91280.67,4439.072999999999,839175.2129999999
1999-06-01,264440.22000000003,238238.185,55992.221500000014,93819.55,6684.3949999999995,659174.5715
1999-07-01,69850.936,38458.08150000001,7662.260499999999,41463.084,8459.627499999999,165893.9895
1999-08-01,59895.749500000005,31892.6965,8455.660500000002,19122.9235,9447.410500000002,128814.44050000001
1999-09-01,83703.70000000001,67452.8845,10923.134499999998,13471.932,8745.2515,184296.90250000003
1999-10-01,86121.58649999999,82053.42800000001,14915.92,11865.297,8757.152500000002,203713.384
1999-11-01,111869.40000000001,103439.525,13864.665,9310.549,7444.0755,245928.2145
1999-12-01,110818.145,106434.61,5609.338,12166.789,8372.3535,243401.23549999998
2000-01-01,146402.135,105183.0215,8846.41,15136.0885,5313.0031,280880.65809999994
2000-02-01,105561.87000000001,93164.995,19063.4185,66242.9495,1575.2957000000001,285608.5287
