Unnamed: 0,date,year,month,elevation_ft,monthly_precip_inches,snow_water_equiv_in,elev_ft_NGVD29,volume_km3,area_acre,area_acre_prior,prior_month_vol_km3,precip_km3,inflow_km3,evaporation_km3
339,1978-04-01,1978,4,4199.88,2.9,,4199.88,19.202997159798,1001121.39,984681.46,18.7622937637248,0.29352468109286,0.61549062229302,0.46831190731268063
340,1978-05-01,1978,5,4200.2,1.57,,4200.2,19.606196904841198,1034869.34,1001121.39,19.202997159798,0.161561270254617,0.64206812043456,0.40042964564597655
341,1978-06-01,1978,6,4200.23,0.06,,4200.23,19.644240462402,1036227.19,1034869.34,19.606196904841198,0.006382453167516,0.3382801970487,0.3066190926554138
342,1978-07-01,1978,7,4199.73,0.06,,4199.73,19.0185352460616,994149.68,1036227.19,19.644240462402,0.0063908275716059995,0.05294214142362001,0.6850381853356247
343,1978-08-01,1978,8,4199.08,0.92,,4199.08,18.2332562393016,965105.85,994149.68,19.0185352460616,0.09401355395862401,0.05434160095938001,0.9336341616780036
344,1978-09-01,1978,9,4198.58,2.51,,4198.58,17.645465139130803,940453.81,965105.85,18.2332562393016,0.24900010810696493,0.11078483782997998,0.9475760461077456
345,1978-10-01,1978,10,4198.5,0.0,,4198.5,17.552773841359198,936381.99,940453.81,17.645465139130803,0.0,0.14315590272096,0.23584720049256122
346,1978-11-01,1978,11,4198.4,1.73,,4198.4,17.4374822173008,931209.92,936381.99,17.552773841359198,0.166513719221133,0.19499707073357997,0.47680241401311046
347,1978-12-01,1978,12,4198.52,0.5800000000000001,,4198.52,17.5759079067768,937326.36,931209.92,17.4374822173008,0.05551705925254401,0.20751391511286008,0.12460528488940632
348,1979-01-01,1979,1,4198.67,0.72,,4198.67,17.749947827288402,945138.53,937326.36,17.5759079067768,0.069370399111968,0.19274619175998,0.08807667036034825
349,1979-02-01,1979,2,4198.82,1.05,,4198.82,17.925412343191198,952762.35,945138.53,17.749947827288402,0.10200832897363502,0.21634372186908002,0.1428875349399169
350,1979-03-01,1979,3,4199.25,0.8,,4199.25,18.4363346719644,972738.67,952762.35,17.925412343191198,0.0783475535652,0.44448743209650016,0.011912656888501379
351,1979-04-01,1979,4,4199.8,1.04,,4199.8,19.1042978893164,997331.67,972738.67,18.4363346719644,0.103987320204872,0.4487983546524601,-0.11517754249466808
352,1979-05-01,1979,5,4199.88,0.84,,4199.88,19.202997159798,1001121.39,997331.67,19.1042978893164,0.086113206781812,0.34544386404294003,0.33285780034315315
353,1979-06-01,1979,6,4199.62,0.35,,4199.62,18.8841485498412,989189.03,1001121.39,19.202997159798,0.036016843687334994,0.09583117230102,0.4506966259451549
354,1979-07-01,1979,7,4199.08,0.3999999999999999,,4199.08,18.2332562393016,965105.85,989189.03,18.8841485498412,0.040671496157479996,0.047312497382040006,0.7388763040791203
355,1979-08-01,1979,8,4198.5,0.63,,4198.5,17.552773841359198,936381.99,965105.85,18.2332562393016,0.062498035102545,0.050091843592919995,0.7930722766378658
356,1979-09-01,1979,9,4198.0,0.05,,4198.0,16.9833005482632,910413.16,936381.99,17.552773841359198,0.004812535237605,0.04643416526082,0.6207199935944233
357,1979-10-01,1979,10,4197.58,1.29,,4197.58,16.517411057109598,888635.22,910413.16,16.9833005482632,0.120719965644156,0.13045556277318002,0.7170650195709368
358,1979-11-01,1979,11,4197.58,0.98,,4197.58,16.517411057109598,888635.22,888635.22,16.517411057109598,0.089515957978524,0.16718892897930002,0.2567048869578238
359,1979-12-01,1979,12,4197.62,0.55,,4197.62,16.5613469486304,890651.1,888635.22,16.517411057109598,0.05023854784509,0.14760872851655998,0.15391138484084946
360,1980-01-01,1980,1,4197.77,2.87,,4197.77,16.726753421917202,898516.97,890651.1,16.5613469486304,0.26274857625303,0.37146108904866004,0.4688031920148881
361,1980-02-01,1980,2,4198.3,2.25,,4198.3,17.3228375905068,925946.42,898516.97,16.726753421917202,0.20780675852917502,0.37666257676374004,-0.011614833296685313
362,1980-03-01,1980,3,4198.98,2.46,,4198.98,18.114388460687998,960352.34,925946.42,17.3228375905068,0.234137959979028,0.36665105854638,-0.19076185165578988
363,1980-04-01,1980,4,4199.25,0.89,,4199.25,18.4363346719644,972738.67,960352.34,18.114388460687998,0.08785600915545401,0.5726945625036601,0.33860436038271263
364,1980-05-01,1980,5,4199.62,2.7,,4199.62,18.8841485498412,989189.03,972738.67,18.4363346719644,0.26996708130111,0.9646166307438601,0.7867698341681704
365,1980-06-01,1980,6,4200.33,0.42,,4200.33,19.7724490273464,1040607.85,989189.03,18.8841485498412,0.042705070965353996,0.84894102436146,0.0033456178216138125
366,1980-07-01,1980,7,4200.25,1.34,,4200.25,19.669838971520402,1037052.43,1040607.85,19.7724490273464,0.14333186840801002,0.18021222112764002,0.4261541453616475
367,1980-08-01,1980,8,4199.65,0.26,,4199.65,18.9205156600644,990558.26,1037052.43,19.669838971520402,0.027715641012722003,0.1520444280591,0.9290833805278237
368,1980-09-01,1980,9,4199.25,0.72,,4199.25,18.4363346719644,972738.67,990558.26,18.9205156600644,0.073310028152688,0.28101490003122,0.8385059162839086
369,1980-10-01,1980,10,4199.05,1.74,,4199.05,18.197245876164,963700.57,972738.67,18.4363346719644,0.17397878572738198,0.32888767054908,0.7419552520768607
370,1980-11-01,1980,11,4199.05,1.17,,4199.05,18.197245876164,963700.57,963700.57,18.197245876164,0.11589877446065099,0.36887991805176007,0.4847786925124113
371,1980-12-01,1980,12,4199.3,0.37,,4199.3,18.496159216722,974905.45,963700.57,18.197245876164,0.036651749188411,0.37494016502742006,0.11267857365783147
372,1981-01-01,1981,1,4199.58,0.64,,4199.58,18.8353394995452,987404.91,974905.45,18.496159216722,0.06413473997152,0.3217655958837,0.046720053032020106
373,1981-02-01,1981,2,4199.83,0.81,,4199.83,19.1415677958864,998734.97,987404.91,18.8353394995452,0.08221123406610902,0.22229631811122,-0.0017207441638698458
374,1981-03-01,1981,3,4199.9,2.1100000000000003,,4199.9,19.227729580934398,1002131.65,998734.97,19.1415677958864,0.21661253156489305,0.23791546090194005,0.36836620741883297
375,1981-04-01,1981,4,4200.02,0.4499999999999999,,4200.02,19.3771407543036,1026385.0,1002131.65,19.227729580934398,0.04635410053657499,0.23592392233182002,0.1328668494991936
376,1981-05-01,1981,5,4199.95,3.68,,4199.95,19.2899685887832,1004483.52,1026385.0,19.3771407543036,0.38824778007200006,0.26813840433768,0.7435583499300793
377,1981-06-01,1981,6,4200.1,1.03,,4200.1,19.4787123063132,1030250.56,1004483.52,19.2899685887832,0.106348386851424,0.25401658538592004,0.1716212547073431
378,1981-07-01,1981,7,4199.73,0.33,,4199.73,19.0185352460616,994149.68,1030250.56,19.4787123063132,0.034946820170592,0.043637692796880005,0.5387615732190721
379,1981-08-01,1981,8,4199.02,0.23,,4199.02,18.1618672768128,962313.49,994149.68,19.0185352460616,0.023503388489656003,0.040007905791192004,0.9201792635296492
380,1981-09-01,1981,9,4198.5,0.48,,4198.5,17.552773841359198,936381.99,962313.49,18.1618672768128,0.047479777745808006,0.04998321421636801,0.7065564274157766
381,1981-10-01,1981,10,4198.25,3.91,,4198.25,17.2660358365068,923283.99,936381.99,17.552773841359198,0.376340255580711,0.16510931253629998,0.8281875729694095
382,1981-11-01,1981,11,4198.38,1.03,,4198.38,17.4145012144164,930097.21,923283.99,17.2660358365068,0.097751492172063,0.15521033826762,0.10449645253008374
383,1981-12-01,1981,12,4198.42,1.89,,4198.42,17.460488851899598,932176.06,930097.21,17.4145012144164,0.18069286828805098,0.19776173729898,0.3324669681038298
384,1982-01-01,1982,1,4198.65,1.08,,4198.65,17.7266212773168,944042.91,932176.06,17.460488851899598,0.10348384738399202,0.21237043115916,0.04972185312595239
385,1982-02-01,1982,2,4198.83,0.53,,4198.83,17.937465761733602,953229.97,944042.91,17.7266212773168,0.051430230481017,0.28530135651138006,0.12588710257559718
386,1982-03-01,1982,3,4199.32,2.39,,4199.32,18.5202445912548,975828.35,953229.97,17.937465761733602,0.23417819559295702,0.5698149053820001,0.2212142714537585
387,1982-04-01,1982,4,4199.95,1.63,,4199.95,19.2899685887832,1004483.52,975828.35,18.5202445912548,0.163497795637295,0.7658738038053,0.15964760191419514
388,1982-05-01,1982,5,4200.4,1.86,,4200.4,19.862199301749598,1043601.84,1004483.52,19.2899685887832,0.19204660149868802,1.01546936929416,0.6352852578264486
389,1982-06-01,1982,6,4200.7,0.66,,4200.7,20.252623327032,1061992.09,1043601.84,19.862199301749598,0.070799409868176,0.5724083094168,0.2527836940025745
390,1982-07-01,1982,7,4200.4,2.57,,4200.4,19.862199301749598,1043601.84,1061992.09,20.252623327032,0.28054676901292697,0.17872957693416,0.8497003712294877
391,1982-08-01,1982,8,4200.08,0.56,,4200.08,19.4532847698576,1029262.5,1043601.84,19.862199301749598,0.060072226554816005,0.18302092662948,0.652007685076295
392,1982-09-01,1982,9,4199.7,7.04,,4199.7,18.9820345252848,992768.36,1029262.5,19.4532847698576,0.74481716232,0.37652556673925996,1.5925929736320594
393,1982-10-01,1982,10,4200.18,1.87,,4200.18,19.580654556067202,1033922.92,992768.36,18.9820345252848,0.19082725368462802,0.37083720411576,-0.03695557298201117
394,1982-11-01,1982,11,4200.6,0.75,,4200.6,20.121825403867202,1056770.48,1033922.92,19.580654556067202,0.0797077027101,0.36587548394352004,-0.09558766114638076
395,1982-12-01,1982,12,4201.08,1.92,,4201.08,20.7554129274516,1090869.7,1056770.48,20.121825403867202,0.20856084026726399,0.39275880803256,-0.03226787528457955
396,1983-01-01,1983,1,4201.52,1.19,,4201.52,21.3544326920976,1117462.37,1090869.7,20.7554129274516,0.13343529079097,0.3819276762759,-0.08365679757913244
397,1983-02-01,1983,2,4202.02,1.36,,4202.02,22.050535880760002,1139832.88,1117462.37,21.3544326920976,0.15621498153672803,0.34538514546102006,-0.19450306166465023
398,1983-03-01,1983,3,4202.35,3.97,,4202.35,22.518540962800802,1158484.3,1139832.88,22.050535880760002,0.465138784288744,0.5219152221807599,0.5190489244287034
399,1983-04-01,1983,4,4203.12,1.63,,4203.12,23.6405735531712,1203355.17,1158484.3,22.518540962800802,0.19410137995111,0.55497867701688,-0.37295253340241086
400,1983-05-01,1983,5,4203.58,2.58,,4203.58,24.3283831430184,1220714.91,1203355.17,23.6405735531712,0.31912762504469394,0.8986291777036802,0.5299472129011779
401,1983-06-01,1983,6,4204.43,0.62,,4204.43,25.6310063331408,1262669.97,1220714.91,24.3283831430184,0.07779591707131799,1.1175981095060998,-0.10722916354498278
402,1983-07-01,1983,7,4204.67,1.02,,4204.67,26.0063284680696,1274953.64,1262669.97,25.6310063331408,0.132385643140626,0.5449940714829,0.3020575796947292
403,1983-08-01,1983,8,4204.38,2.64,,4204.38,25.552727866790402,1261011.17,1274953.64,26.0063284680696,0.345978559490784,0.40592889663570003,1.205508057405682
404,1983-09-01,1983,9,4204.35,1.03,,4204.35,25.5064332531396,1258846.5,1261011.17,25.552727866790402,0.133507918309229,0.4064304511896001,0.5862329831496308
405,1983-10-01,1983,10,4204.45,1.62,,4204.45,25.6621936661304,1263264.65,1258846.5,25.5064332531396,0.20962286741070002,0.50190441878394,0.5557668732038407
406,1983-11-01,1983,11,4204.73,2.23,,4204.73,26.1008450078712,1276846.39,1263264.65,25.6621936661304,0.28956767062290495,0.5051143679289001,0.3560306968110013
407,1983-12-01,1983,12,4205.23,4.37,,4205.23,26.8938149227836,1295096.51,1276846.39,26.1008450078712,0.573549566670797,0.62571499536984,0.40629464712823776
408,1984-01-01,1984,1,4206.02,0.5,,4206.02,28.170083085834,1327441.0,1295096.51,26.8938149227836,0.06656148513145001,0.55616038847802,-0.6535462894409311
409,1984-02-01,1984,2,4206.4,0.95,,4206.4,28.795578499561202,1342689.33,1327441.0,28.170083085834,0.1296252773705,0.4310188573686,-0.0648512789881016
410,1984-03-01,1984,3,4206.8,1.76,,4206.8,29.4624348289656,1359473.7,1342689.33,28.795578499561202,0.242906463766032,0.60391816843962,0.17996830280125395
411,1984-04-01,1984,4,4207.42,4.43,,4207.42,30.508788425741997,1376065.12,1359473.7,29.4624348289656,0.6190495361898899,0.8080459786617601,0.38074191807525093
412,1984-05-01,1984,5,4208.05,1.17,,4208.05,31.586272566088798,1395587.22,1376065.12,30.508788425741997,0.165491508411216,2.1095262206655003,1.1975335887299166
413,1984-06-01,1984,6,4208.8,1.86,,4208.8,32.8811499705336,1403808.09,1395587.22,31.586272566088798,0.266821483239468,1.14045921073362,0.11240328952828656
414,1984-07-01,1984,7,4209.0,1.72,,4209.0,33.2281038416736,1406023.45,1403808.09,32.8811499705336,0.24819158574229203,0.44904056880288,0.35027828340517014
415,1984-08-01,1984,8,4208.65,1.49,,4208.65,32.621753110674,1401942.0,1406023.45,33.2281038416736,0.21534247413399496,0.36668041783734007,1.1883736229709363
416,1984-09-01,1984,9,4207.9,1.72,,4207.9,31.328482943004,1392935.99,1401942.0,32.621753110674,0.24786166326960002,0.39437356903535997,1.9355053999749576
417,1984-10-01,1984,10,4207.75,3.7,,4207.75,31.071302979744,1388545.35,1392935.99,31.328482943004,0.52976559452477,0.7993605217527601,1.5863060795375332
418,1984-11-01,1984,11,4208.0,1.45,,4208.0,31.500575445291602,1394528.26,1388545.35,31.071302979744,0.20695643596342503,0.7679656532862003,0.5456496237020246
419,1984-12-01,1984,12,4208.2,0.8,,4208.2,31.8453148127832,1397371.03,1394528.26,31.500575445291602,0.11467484787632,0.7059123452346598,0.4758478256193818
420,1985-01-01,1985,1,4208.55,0.91,,4208.55,32.4487144675524,1400939.04,1397371.03,31.8453148127832,0.130708549038067,0.63454724873364,0.16185614300250772
421,1985-02-01,1985,2,4208.8,0.85,,4208.8,32.8811499705336,1403808.09,1400939.04,32.4487144675524,0.12240214533336,0.5428532898503999,0.23281993220255892
422,1985-03-01,1985,3,4209.1,1.8,,4209.1,33.4017858556284,1407647.37,1403808.09,32.8811499705336,0.25973538042798,0.7243622129954401,0.46346170832862155
423,1985-04-01,1985,4,4209.5,0.64,,4209.5,34.0970396206236,1411225.57,1407647.37,33.4017858556284,0.09260292682387203,1.3268491160007603,0.724198277829428
424,1985-05-01,1985,5,4209.8,2.95,,4209.8,34.6193950138428,1413748.08,1411225.57,34.0970396206236,0.427926635203885,0.7951890558288599,0.7007602978135498
425,1985-06-01,1985,6,4209.7,1.3,,4209.7,34.4457417153024,1412945.22,1413748.08,34.6193950138428,0.18891491468616,0.25174368694410004,0.6143119001706621
426,1985-07-01,1985,7,4209.25,0.85,,4209.25,33.6621884580756,1408990.28,1412945.22,34.4457417153024,0.12345114328923,0.22112439308040002,1.1281287935964315
427,1985-08-01,1985,8,4208.75,0.03,,4208.75,32.794923736155596,1403319.63,1408990.28,33.6621884580756,0.0043449033264359995,0.191202382377,1.0628120076234322
428,1985-09-01,1985,9,4208.3,1.98,,4208.3,32.0170724252508,1398528.54,1403319.63,32.794923736155596,0.285609505040046,0.30808416629634,1.3715449822411832
429,1985-10-01,1985,10,4208.17,1.61,,4208.17,31.793146133011202,1396904.49,1398528.54,32.0170724252508,0.23144514528882604,0.39303038147394,0.8484018190023682
430,1985-11-01,1985,11,4208.15,2.63,,4208.15,31.7586540110664,1396690.45,1396904.49,31.793146133011202,0.37763594694627295,0.43511692506509997,0.8472449939561758
431,1985-12-01,1985,12,4208.4,1.42,,4208.4,32.1898079159928,1399515.8,1396690.45,31.7586540110664,0.20386345212481,0.4728069148350001,0.24551646203341146
432,1986-01-01,1986,1,4208.7,0.8600000000000001,,4208.7,32.7087391193928,1402463.85,1399515.8,32.1898079159928,0.12371635701052001,0.4727579826834001,0.07754313629391928
433,1986-02-01,1986,2,4209.0,1.28,,4209.0,33.2281038416736,1406023.45,1402463.85,32.7087391193928,0.18452385170112004,1.072349570278548,0.7375086996988686
434,1986-03-01,1986,3,4209.85,2.32,,4209.85,34.7071102806072,1414145.95,1406023.45,33.2281038416736,0.33529834898716,1.2381901738205099,0.09448208387406891
435,1986-04-01,1986,4,4210.45,4.55,,4210.45,35.7557157678108,1419031.75,1414145.95,34.7071102806072,0.6613882830122749,1.495859788984128,1.1086425847928068
436,1986-05-01,1986,5,4211.2,3.39,,4211.2,37.071191770194,1424674.37,1419031.75,35.7557157678108,0.49447310744467504,1.707912161157888,0.8869092662193605
437,1986-06-01,1986,6,4211.43,0.42,,4211.43,37.475563382911204,1426179.65,1424674.37,37.071191770194,0.061505756966766,1.297702190578704,0.9548363348282694
438,1986-07-01,1986,7,4211.0,0.85,,4211.0,36.7195476406932,1423366.01,1426179.65,37.475563382911204,0.124607455289975,0.66129845601336,1.541921653521337
439,1986-08-01,1986,8,4210.7,1.32,,4210.7,36.193589289398396,1420885.31,1423366.01,36.7195476406932,0.193126285661628,0.45333191849820004,1.1724165554546317
440,1986-09-01,1986,9,4210.45,2.75,,4210.45,35.7557157678108,1419031.75,1420885.31,36.193589289398396,0.40164520279097504,0.594257249088474,1.4337759734670477
441,1986-10-01,1986,10,4210.45,0.39,,4210.45,35.7557157678108,1419031.75,1419031.75,35.7557157678108,0.056886286697175,0.6637719762767401,0.7206582629739156
442,1986-11-01,1986,11,4210.6,1.17,,4210.6,36.0182014342776,1420137.98,1419031.75,35.7557157678108,0.17065886009152498,0.6708597984360001,0.5790329920607217
443,1986-12-01,1986,12,4210.7,0.1,,4210.7,36.193589289398396,1420885.31,1420137.98,36.0182014342776,0.01459759829642,0.6095429192660401,0.4487526624416627
444,1987-01-01,1987,1,4210.95,1.53,,4210.95,36.6321155315976,1423033.59,1420885.31,36.193589289398396,0.22346078555279703,0.477577799616,0.2625123429695935
445,1987-02-01,1987,2,4211.15,1.41,,4211.15,36.9828212295144,1424333.18,1423033.59,36.6321155315976,0.206245808029701,0.4372038813308401,0.2927439914437414
446,1987-03-01,1987,3,4211.35,1.52,,4211.35,37.334715829464,1425697.22,1424333.18,36.9828212295144,0.222538955509744,0.4717206210694801,0.342364976629627
447,1987-04-01,1987,4,4211.5,0.7899999999999999,,4211.5,37.5984147468588,1426610.24,1425697.22,37.334715829464,0.11577245962260198,0.28791433340682004,0.1399878756346261
448,1987-05-01,1987,5,4211.35,2.41,,4211.35,37.334715829464,1425697.22,1426610.24,37.5984147468588,0.353405452432736,0.24744010421088,0.8645444740384126
449,1987-06-01,1987,6,4211.2,0.19,,4211.2,37.071191770194,1424674.37,1425697.22,37.334715829464,0.027844009276322003,0.1503195697152,0.4416876382615184
450,1987-07-01,1987,7,4210.65,0.7899999999999999,,4210.65,36.1054562059536,1420493.31,1424674.37,37.071191770194,0.115689400008917,0.10404932716224,1.1854742914115555
451,1987-08-01,1987,8,4210.1,0.36,,4210.1,35.1434997407328,1416161.92,1420493.31,36.1054562059536,0.052564502640564,0.11660287065522,1.1311238385165843
452,1987-09-01,1987,9,4209.5,0.05,,4209.5,34.0970396206236,1411225.57,1416161.92,35.1434997407328,0.0072783641878399995,0.10123083523008,1.1549693195271176
453,1987-10-01,1987,10,4209.05,1.18,,4209.05,33.3144992478336,1406605.87,1411225.57,34.0970396206236,0.171170654081554,0.12270715656732001,1.0764181834388742
454,1987-11-01,1987,11,4209.0,1.1700000000000002,,4209.0,33.2281038416736,1406023.45,1406605.87,33.3144992478336,0.16916447033144105,0.15995431036524002,0.4155141868566797
455,1987-12-01,1987,12,4208.97,1.1,,4208.97,33.176452335396,1405740.35,1406023.45,33.2281038416736,0.15897766546805,0.1805107072524,0.3911398789980517
456,1988-01-01,1988,1,4209.0,1.06,,4209.0,33.2281038416736,1406023.45,1405740.35,33.176452335396,0.15316581361109002,0.18948975707100002,0.2910040644044891
457,1988-02-01,1988,2,4209.07,0.13,,4209.07,33.3492370296552,1406841.31,1406023.45,33.2281038416736,0.018788269555315,0.1730240880576,0.07067916963131729
458,1988-03-01,1988,3,4209.1,0.94,,4209.1,33.4017858556284,1407647.37,1406841.31,33.3492370296552,0.135932665159606,0.218604387273,0.3019882264594072
459,1988-04-01,1988,4,4209.0,1.84,,4209.0,33.2281038416736,1406023.45,1407647.37,33.4017858556284,0.26623341461863204,0.23540524152485998,0.6753206700982899
460,1988-05-01,1988,5,4208.9,2.16,,4208.9,33.0545626541304,1405067.89,1406023.45,33.2281038416736,0.31217432491908004,0.11700411429834003,0.6027196267606197
461,1988-06-01,1988,6,4208.55,0.03,,4208.55,32.4487144675524,1400939.04,1405067.89,33.0545626541304,0.004332807852393,0.044670161195640004,0.6548511556260368
462,1988-07-01,1988,7,4207.85,0.04,,4207.85,31.2429445834176,1391740.54,1400939.04,32.4487144675524,0.005760100956864,0.04098312357258,1.25251310866424
463,1988-08-01,1988,8,4207.15,0.22,,4207.15,30.0515526725592,1369014.73,1391740.54,31.2429445834176,0.031472542223452,0.04293551642142,1.2657999695032764
464,1988-09-01,1988,9,4206.65,0.07,,4206.65,29.211492845431202,1354386.62,1369014.73,30.0515526725592,0.009850471686769,0.06053396474436001,0.9104442635591259
465,1988-10-01,1988,10,4206.15,0.01,,4206.15,28.383177980501998,1332896.09,1354386.62,29.211492845431202,0.0013921740066980004,0.09629602774122,0.9260030666771182
466,1988-11-01,1988,11,4205.9,2.17,,4205.9,27.9741163931244,1318741.02,1332896.09,28.383177980501998,0.297308204327687,0.11768916442074,0.8240589561260264
467,1988-12-01,1988,12,4205.9,0.62,,4205.9,27.9741163931244,1318741.02,1318741.02,27.9741163931244,0.084043101456396,0.13141218633696,0.2154552877933567
468,1989-01-01,1989,1,4205.9,0.5599999999999999,,4205.9,27.9741163931244,1318741.02,1318741.02,27.9741163931244,0.075909898089648,0.136520702964,0.21243060105364936
469,1989-02-01,1989,2,4205.9,1.5699999999999998,,4205.9,27.9741163931244,1318741.02,1318741.02,27.9741163931244,0.212818821429906,0.12765909030924,0.3404779117391472
470,1989-03-01,1989,3,4206.0,1.77,,4206.0,28.137311680824002,1326722.78,1318741.02,27.9741163931244,0.239929499319066,0.3443110847334,0.4210452963528655
471,1989-04-01,1989,4,4206.1,0.46,,4206.1,28.3013513472576,1331035.7,1326722.78,28.137311680824002,0.062731963895852,0.3712727002650001,0.26996499772724997
472,1989-05-01,1989,5,4206.1,1.83,,4206.1,28.3013513472576,1331035.7,1331035.7,28.3013513472576,0.25037540207349,0.21582259445454002,0.466197996528029
473,1989-06-01,1989,6,4205.75,0.22,,4205.75,27.7307016842856,1313742.6,1331035.7,28.3013513472576,0.030099775112659998,0.06815270074848,0.6689021388331424
474,1989-07-01,1989,7,4205.25,0.3899999999999999,,4205.25,26.9258039190948,1296023.48,1313742.6,27.7307016842856,0.05266544472305999,0.048751102639079995,0.9063143125529383
475,1989-08-01,1989,8,4204.65,0.9,,4204.65,25.9748531545044,1274237.47,1296023.48,26.9258039190948,0.11989642815828,0.055755740140620014,1.1266029328893001
476,1989-09-01,1989,9,4204.25,0.49,0.0,4204.25,25.351272311428797,1254844.73,1274237.47,25.9748531545044,0.06417964607523699,0.0603700420365,0.7481305311873415
477,1989-10-01,1989,10,4203.74,1.82,0.0,4203.74,24.570373256466,1229191.13,1254844.73,25.351272311428797,0.234753591429994,0.087994035793592,1.1036466821863857
478,1989-11-01,1989,11,4203.7,0.73,1.9,4203.7,24.5097115364976,1226320.37,1229191.13,24.570373256466,0.09223444606447098,0.16233730614815997,0.31523347218102976
479,1989-12-01,1989,12,4203.7,0.13,9.4,4203.7,24.5097115364976,1226320.37,1226320.37,24.5097115364976,0.016386951208199003,0.16791312482298001,0.18430007603118004
480,1990-01-01,1990,1,4203.71,0.57,11.0,4203.71,24.5244942639012,1228110.87,1226320.37,24.5097115364976,0.071850478374411,0.19335539704739996,0.2504231480182078
481,1990-02-01,1990,2,4203.75,0.35,19.2,4203.75,24.585181726597202,1229516.3,1228110.87,24.5244942639012,0.044183130714555,0.14401955519669998,0.1275152232152562
482,1990-03-01,1990,3,4203.95,2.17,25.4,4203.95,24.889895950908002,1239691.9,1229516.3,24.585181726597202,0.27424889763509,0.19385205838614003,0.16338673171042925
483,1990-04-01,1990,4,4203.89,1.14,32.7,4203.89,24.7982328943992,1235673.51,1239691.9,24.889895950908002,0.14526784065713996,0.14740566008742,0.38433655725336463
484,1990-05-01,1990,5,4203.72,1.65,34.0,4203.72,24.540029648466,1228456.97,1235673.51,24.7982328943992,0.20957455215328497,0.07083418265616001,0.5386119807426444
485,1990-06-01,1990,6,4203.46,0.66,11.1,4203.46,24.1478450031708,1216181.09,1228456.97,24.540029648466,0.083340240684558,0.07618002021846002,0.551704906198217
486,1990-07-01,1990,7,4202.98,0.64,0.0,4202.98,23.433119177521203,1196824.81,1216181.09,24.1478450031708,0.080007202714304,0.04477047210642,0.8395035004703253
487,1990-08-01,1990,8,4202.45,0.46,0.0,4202.45,22.6619510586132,1163676.94,1196824.81,23.433119177521203,0.05658994622115401,0.04140394007634,0.8691620052054976
488,1990-09-01,1990,9,4202.03,0.56,0.0,4202.03,22.064268336948,1140232.69,1163676.94,22.6619510586132,0.066984037491056,0.04570262959440001,0.7103693887506557
489,1990-10-01,1990,10,4201.68,0.69,0.0,4201.68,21.5759186305008,1124823.27,1140232.69,22.064268336948,0.08087111756151899,0.08706253073430001,0.656283354743021
490,1990-11-01,1990,11,4201.56,1.24,0.0,4201.56,21.409665743238,1119249.74,1124823.27,21.5759186305008,0.143369524064892,0.13947375831306,0.4490961696407521
491,1990-12-01,1990,12,4201.61,0.5599999999999999,5.5,4201.61,21.478494852348003,1121847.1,1119249.74,21.409665743238,0.06442670123377599,0.12092847285666002,0.11652606498043806
492,1991-01-01,1991,1,4201.67,0.0,9.8,4201.67,21.561694509184804,1124337.28,1121847.1,21.478494852348003,0.0,0.1294989392094,0.04629928237260129
493,1991-02-01,1991,2,4201.77,0.0,16.0,4201.77,21.700779641738396,1128684.11,1124337.28,21.561694509184804,0.0,0.13723266576978,-0.0018524667838149271
494,1991-03-01,1991,3,4202.0,0.0,21.5,4202.0,22.0223996962332,1138997.91,1128684.11,21.700779641738396,0.0,0.15482622087755998,-0.1667938336172431
495,1991-04-01,1991,4,4201.97,0.0,30.9,4201.97,21.9805803083748,1137647.65,1138997.91,22.0223996962332,0.0,0.18064771727688,0.2224671051352781
496,1991-05-01,1991,5,4202.07,0.0,38.9,4202.07,22.120628122729197,1142145.17,1137647.65,21.9805803083748,0.0,0.2725765504878,0.13252873613340238
497,1991-06-01,1991,6,4202.13,0.0,29.7,4202.13,22.205334968778,1144709.96,1142145.17,22.120628122729197,0.0,0.30112112112365996,0.21641427507485636
498,1991-07-01,1991,7,4201.71,0.0,0.0,4201.71,21.6172663109376,1126090.35,1144709.96,22.205334968778,0.0,0.04140394007634001,0.6294725979167413
499,1991-08-01,1991,8,4201.13,0.0,0.0,4201.13,20.822511131082,1093512.88,1126090.35,21.6172663109376,0.0,0.046593194753519994,0.8413483746091234
500,1991-09-01,1991,9,4200.83,0.0,0.0,4200.83,20.423342892070803,1069503.41,1093512.88,20.822511131082,0.0,0.10844832759108,0.5076165666022763
501,1991-10-01,1991,10,4200.41,0.0,0.0,4200.41,19.875401250524398,1044005.6,1069503.41,20.423342892070803,0.0,0.06793005945870001,0.6158717010051012
502,1991-11-01,1991,11,4200.51,0.0,2.9,4200.51,20.0049675192396,1052246.7,1044005.6,19.875401250524398,0.0,0.14516701415172,0.015600745436519799
503,1991-12-01,1991,12,4200.61,0.0,9.3,4200.61,20.134557779140803,1057248.35,1052246.7,20.0049675192396,0.0,0.16548609010362,0.03589583020241759
504,1992-01-01,1992,1,4200.78,0.78,10.8,4200.78,20.3570806178364,1065983.48,1057248.35,20.134557779140803,0.08476615515927002,0.13974043853928003,0.0019837550029511947
505,1992-02-01,1992,2,4200.97,1.24,12.4,4200.97,20.608806675267598,1076437.61,1065983.48,20.3570806178364,0.13586982796740799,0.16782994016526,0.05197371070146673
